;****************************************
;Log File Started 15:00:08 Mon Jan 21 2008
Flac3D>pr gp pos
Gridpoint Position ...
   id          X             Y             Z
 ------  ------------- ------------- -------------
    247 ( -1.5150e+000, -1.0000e-002, -1.5150e+000)
    248 ( -1.5150e+000, -1.8553e-016, -1.5150e+000)
    249 ( -1.4024e-001, -1.0000e-002, -2.8717e-001)
    250 ( -1.4024e-001, -1.7173e-017, -2.8717e-001)
    251 ( -2.7324e-001, -1.0000e-002, -5.5173e-001)
    252 ( -2.7324e-001, -3.3461e-017, -5.5173e-001)
    253 ( -4.1954e-001, -1.0000e-002, -8.4275e-001)
    254 ( -4.1954e-001, -5.1377e-017, -8.4275e-001)
    255 ( -5.8047e-001, -1.0000e-002, -1.1629e+000)
    256 ( -5.8047e-001, -7.1085e-017, -1.1629e+000)
    257 ( -7.5750e-001, -1.0000e-002, -1.5150e+000)
    258 ( -7.5750e-001, -9.2764e-017, -1.5150e+000)
Flac3D>set log off
;Log File Ended 15:00:08 Mon Jan 21 2008
;****************************************
    Appended to previous file           
;****************************************
;Log File Started 15:00:08 Mon Jan 21 2008
;Using FLAC3D version 2.10-232
;By: TU-Clausthal
;    Deponietechnik und Geomechanik
;Job:Bohrloch (101mm)
;Log File Ended 15:00:08 Mon Jan 21 2008
;****************************************
