                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	               CO3-2	               HCO3-	             a_HCO3-	
  1.170241281311e-04	  1.385294695234e-04	  4.093657672663e-05	  1.248838196560e-04	  9.883120170963e+00	  1.342882951397e-10	 -5.036025877707e+00	  0.000000000000e+00	  3.083781915724e-05	  7.951586668183e-05	  7.744602063954e-05	
  1.170165033987e-04	  1.385218447895e-04	  4.093657672384e-05	  1.248838196475e-04	  9.883099790026e+00	  1.342945292709e-10	 -5.026407406655e+00	  1.220858723433e-04	  3.083485914690e-05	  7.951209286309e-05	  7.744238638565e-05	
  1.181229049969e-04	  1.354408047462e-04	  3.384847039436e-05	  1.023327263749e-04	  9.888080473612e+00	  1.326768252938e-10	 -4.764110761326e+00	  0.000000000000e+00	  3.139775669919e-05	  8.020508013722e-05	  7.817087883751e-05	
  1.181175575251e-04	  1.354354572736e-04	  3.384847039274e-05	  1.023327263700e-04	  9.888066345445e+00	  1.326810927463e-10	 -4.795210619435e+00	  1.220566917866e-04	  3.139566518292e-05	  8.020243950781e-05	  7.816833541816e-05	
  1.190495249174e-04	  1.328775876379e-04	  2.774652401439e-05	  8.314916185815e-05	  9.892280564148e+00	  1.313249890294e-10	 -5.071637192250e+00	  0.000000000000e+00	  3.187614202141e-05	  8.078862393450e-05	  7.878685390550e-05	
  1.190458716817e-04	  1.328739344017e-04	  2.774652401349e-05	  8.314916185544e-05	  9.892271006647e+00	  1.313278451272e-10	 -5.068268445006e+00	  1.220366580713e-04	  3.187470409944e-05	  8.078682339073e-05	  7.878511941474e-05	
  1.198203190131e-04	  1.307678001052e-04	  2.254693177645e-05	  6.698881608903e-05	  9.895796197096e+00	  1.302019874852e-10	 -5.157982678042e+00	  0.000000000000e+00	  3.227897663467e-05	  8.127621830154e-05	  7.930343600639e-05	
  1.198178861858e-04	  1.307653672777e-04	  2.254693177596e-05	  6.698881608758e-05	  9.895789884326e+00	  1.302038570195e-10	 -5.158716152352e+00	  1.220232529989e-04	  3.227801398857e-05	  8.127502114203e-05	  7.930228265057e-05	
  1.204530728892e-04	  1.290456734679e-04	  1.816120743926e-05	  5.350760804763e-05	  9.898705841111e+00	  1.292781394199e-10	 -4.987901363826e+00	  0.000000000000e+00	  3.261351576099e-05	  8.167846556815e-05	  7.973115251267e-05	
  1.204514926103e-04	  1.290440931889e-04	  1.816120743901e-05	  5.350760804688e-05	  9.898701768113e+00	  1.292793366332e-10	 -4.993952378383e+00	  1.220145052228e-04	  3.261288771365e-05	  8.167768892966e-05	  7.973040423696e-05	
  1.209659286711e-04	  1.276519012929e-04	  1.449943382711e-05	  4.237080629895e-05	  9.901087387493e+00	  1.285254970605e-10	 -5.133742351349e+00	  0.000000000000e+00	  3.288766626311e-05	  8.200622301348e-05	  8.008092187305e-05	
  1.209649268169e-04	  1.276508994386e-04	  1.449943382698e-05	  4.237080629857e-05	  9.901084819442e+00	  1.285262472717e-10	 -5.129897938617e+00	  1.220089344923e-04	  3.288726666512e-05	  8.200573114884e-05	  8.008044794645e-05	
  1.213765182213e-04	  1.265336372523e-04	  1.147304012778e-05	  3.326031287019e-05	  9.903015558607e+00	  1.279182784693e-10	 -5.019039484451e+00	  0.000000000000e+00	  3.310947934611e-05	  8.227009955877e-05	  8.036352413882e-05	
  1.213758979982e-04	  1.265330170292e-04	  1.147304012772e-05	  3.326031287001e-05	  9.903013975780e+00	  1.279187385519e-10	 -5.014746639588e+00	  1.220054707112e-04	  3.310923124289e-05	  8.226979530297e-05	  8.036323096805e-05	
  1.217013370772e-04	  1.256443327116e-04	  8.997057463567e-06	  2.588010169419e-05	  9.904560016795e+00	  1.274331372928e-10	 -4.850509546742e+00	  0.000000000000e+00	  3.328675686865e-05	  8.248008366432e-05	  8.058919949511e-05	
  1.217009619796e-04	  1.256439576140e-04	  8.997057463537e-06	  2.588010169410e-05	  9.904559062881e+00	  1.274334134526e-10	 -4.827084084725e+00	  1.220033668659e-04	  3.328660646958e-05	  8.247989977229e-05	  8.058902229810e-05	
  1.219553420820e-04	  1.249434539637e-04	  6.991840405828e-06	  1.995990084201e-05	  9.905784123351e+00	  1.270492928196e-10	  8.259083195731e+00	  0.000000000000e+00	  3.342677256740e-05	  8.264529557746e-05	  8.076737144764e-05	
  1.219551204034e-04	  1.249432322851e-04	  6.991840405814e-06	  1.995990084197e-05	  9.905783561147e+00	  1.270494550573e-10	  8.279566947379e+00	  1.220021181725e-04	  3.342668351771e-05	  8.264518695159e-05	  8.076726677453e-05	
  1.221517396427e-04	  1.243961095429e-04	  5.384273177075e-06	  1.525728303984e-05	  9.906744263670e+00	  1.267485442635e-10	 -5.032505428378e+00	  0.000000000000e+00	  3.353609750834e-05	  8.277384795782e-05	  8.090648131614e-05	
  1.221516115980e-04	  1.243959814982e-04	  5.384273177069e-06	  1.525728303982e-05	  9.906743939626e+00	  1.267486375384e-10	 -5.069665623207e+00	  1.220013937633e-04	  3.353604599660e-05	  8.277378523682e-05	  8.090642087664e-05	
  1.223019246210e-04	  1.239726125568e-04	  4.108503603057e-06	  1.155838045609e-05	  9.907489637378e+00	  1.265151931835e-10	  8.422208172402e+00	  0.000000000000e+00	  3.362051245465e-05	  8.287279437438e-05	  8.101391513217e-05	
  1.223018523314e-04	  1.239725402672e-04	  4.108503603054e-06	  1.155838045608e-05	  9.907489454734e+00	  1.265152456536e-10	  8.424878149407e+00	  1.220009829545e-04	  3.362048333972e-05	  8.287275897394e-05	  8.101388101908e-05	
  1.224155296293e-04	  1.236479999615e-04	  3.106264974903e-06	  8.677468382061e-06	  9.908062407788e+00	  1.263358970669e-10	 -5.005852678415e+00	  0.000000000000e+00	  3.368498751238e-05	  8.294814419728e-05	  8.109600211920e-05	
  1.224154897428e-04	  1.236479600750e-04	  3.106264974902e-06	  8.677468382058e-06	  9.908062307138e+00	  1.263359259379e-10	 -5.000132342224e+00	  1.220007552304e-04	  3.368497143378e-05	  8.294812466865e-05	  8.109598330059e-05	
  1.225005484485e-04	  1.234015287948e-04	  2.326855976937e-06	  6.455670718566e-06	  9.908498109946e+00	  1.261994754028e-10	  8.440792039351e+00	  0.000000000000e+00	  3.373371003474e-05	  8.300492383003e-05	  8.115806461121e-05	
  1.225005269447e-04	  1.234015072910e-04	  2.326855976937e-06	  6.455670718565e-06	  9.908498055734e+00	  1.261994909353e-10	  8.439937200813e+00	  1.220006318597e-04	  3.373370136055e-05	  8.300491330321e-05	  8.115805446707e-05	
  1.225635033378e-04	  1.232161675926e-04	  1.726852432920e-06	  4.759031683050e-06	  9.908826227732e+00	  1.260966871678e-10	 -5.055083569186e+00	  0.000000000000e+00	  3.377014410954e-05	  8.304726701260e-05	  8.120450156167e-05	
  1.225634920142e-04	  1.232161562690e-04	  1.726852432920e-06	  4.759031683050e-06	  9.908826199205e+00	  1.260966953341e-10	 -5.054289826971e+00	  1.220005665517e-04	  3.377013953953e-05	  8.304726146993e-05	  8.120449622047e-05	
  1.226096326696e-04	  1.230780990144e-04	  1.269622897915e-06	  3.476176973560e-06	  9.909070864943e+00	  1.260199957487e-10	 -5.090864710212e+00	  0.000000000000e+00	  3.379710805720e-05	  8.307852028015e-05	  8.123889089531e-05	
  1.226096268485e-04	  1.230780931933e-04	  1.269622897915e-06	  3.476176973560e-06	  9.909070850285e+00	  1.260199999419e-10	 -5.087493594718e+00	  1.220005327893e-04	  3.379710570700e-05	  8.307851743104e-05	  8.123888814975e-05	
  1.226430816611e-04	  1.229762469815e-04	  9.247143452766e-07	  2.515757956605e-06	  9.909251450857e+00	  1.259633341957e-10	 -5.079048198943e+00	  0.000000000000e+00	  3.381685958228e-05	  8.310135304382e-05	  8.126409926902e-05	
  1.226430787418e-04	  1.229762440622e-04	  9.247143452766e-07	  2.515757956605e-06	  9.909251443509e+00	  1.259633362968e-10	 -5.092868013965e+00	  1.220005157548e-04	  3.381685840331e-05	  8.310135161506e-05	  8.126409789218e-05	
  1.226670844757e-04	  1.229018385272e-04	  6.671656798844e-07	  1.803838190738e-06	  9.909383435887e+00	  1.259218805430e-10	 -5.036875871939e+00	  0.000000000000e+00	  3.383118116691e-05	  8.311786482622e-05	  8.128239092943e-05	
  1.226670830486e-04	  1.229018371001e-04	  6.671656798844e-07	  1.803838190738e-06	  9.909383432296e+00	  1.259218815694e-10	 -5.055452246923e+00	  1.220005073731e-04	  3.383118059047e-05	  8.311786412781e-05	  8.128239025640e-05	
  1.226841304423e-04	  1.228480073207e-04	  4.767967767748e-07	  1.281346114628e-06	  9.909478946435e+00	  1.258918499948e-10	 -5.008526301788e+00	  0.000000000000e+00	  3.384146078220e-05	  8.312968478045e-05	  8.129553007408e-05	
  1.226841297631e-04	  1.228480066415e-04	  4.767967767748e-07	  1.281346114628e-06	  9.909478944726e+00	  1.258918504830e-10	 -5.021525940243e+00	  1.220005033555e-04	  3.384146050782e-05	  8.312968444808e-05	  8.129552975378e-05	
  1.226961105807e-04	  1.228094427342e-04	  3.375102542756e-07	  9.016836761028e-07	  9.909547379582e+00	  1.258703081678e-10	 -4.926241794002e+00	  0.000000000000e+00	  3.384876497289e-05	  8.313806068725e-05	  8.130487333745e-05	
  1.226961102665e-04	  1.228094424200e-04	  3.375102542756e-07	  9.016836761028e-07	  9.909547378792e+00	  1.258703083937e-10	 -4.920362392138e+00	  1.220005014813e-04	  3.384876484592e-05	  8.313806053347e-05	  8.130487318926e-05	
  1.227044431277e-04	  1.227820855813e-04	  2.366330773935e-07	  6.285499635101e-07	  9.909595927402e+00	  1.258550074250e-10	 -4.982494391786e+00	  0.000000000000e+00	  3.385390285903e-05	  8.314393618834e-05	  8.131145073433e-05	
  1.227044429866e-04	  1.227820854402e-04	  2.366330773935e-07	  6.285499635101e-07	  9.909595927047e+00	  1.258550075264e-10	 -5.011420570579e+00	  1.220005006331e-04	  3.385390280202e-05	  8.314393611930e-05	  8.131145066780e-05	
  1.227101784791e-04	  1.227628694180e-04	  1.643159476029e-07	  4.340127043287e-07	  9.909630027672e+00	  1.258442466310e-10	 -4.928414192885e+00	  0.000000000000e+00	  3.385748066299e-05	  8.314801612879e-05	  8.131603463780e-05	
  1.227101784179e-04	  1.227628693568e-04	  1.643159476029e-07	  4.340127043287e-07	  9.909630027518e+00	  1.258442466750e-10	 -4.922144679886e+00	  1.220005002598e-04	  3.385748063824e-05	  8.314801609882e-05	  8.131603460892e-05	
  1.227140850488e-04	  1.227495046148e-04	  1.130006386673e-07	  2.968393617771e-07	  9.909653742803e+00	  1.258367534130e-10	 -4.962089226424e+00	  0.000000000000e+00	  3.385994708181e-05	  8.315082061998e-05	  8.131919721542e-05	
  1.227140850231e-04	  1.227495045891e-04	  1.130006386673e-07	  2.968393617771e-07	  9.909653742738e+00	  1.258367534315e-10	 -4.941587074913e+00	  1.220005001023e-04	  3.385994707142e-05	  8.315082060740e-05	  8.131919720330e-05	
  1.227167181549e-04	  1.227403012744e-04	  7.695915421040e-08	  2.010835149053e-07	  9.909670072029e+00	  1.258315871761e-10	 -4.859851150333e+00	  0.000000000000e+00	  3.386163026210e-05	  8.315272888463e-05	  8.132135727992e-05	
  1.227167181446e-04	  1.227403012641e-04	  7.695915421040e-08	  2.010835149053e-07	  9.909670072004e+00	  1.258315871835e-10	 -4.907135260019e+00	  1.220005000382e-04	  3.386163025795e-05	  8.315272887960e-05	  8.132135727507e-05	
  1.227184742977e-04	  1.227340264370e-04	  5.190382042966e-08	  1.349108972640e-07	  9.909681203937e+00	  1.258280606161e-10	 -4.911827473995e+00	  0.000000000000e+00	  3.386276736786e-05	  8.315401416592e-05	  8.132281779199e-05	
  1.227184742938e-04	  1.227340264331e-04	  5.190382042966e-08	  1.349108972640e-07	  9.909681203927e+00	  1.258280606189e-10	 -4.916955041219e+00	  1.220005000131e-04	  3.386276736628e-05	  8.315401416401e-05	  8.132281779014e-05	
  1.227196332066e-04	  1.227297907818e-04	  3.466407825778e-08	  8.964229199620e-08	  9.909688717181e+00	  1.258256772669e-10	 -5.033771945496e+00	  0.000000000000e+00	  3.386352781384e-05	  8.315487104993e-05	  8.132379536192e-05	
  1.227196332052e-04	  1.227297907804e-04	  3.466407825778e-08	  8.964229199620e-08	  9.909688717177e+00	  1.258256772680e-10	 -5.032898675146e+00	  1.220005000043e-04	  3.386352781327e-05	  8.315487104923e-05	  8.132379536125e-05	
  1.227203898896e-04	  1.227269601278e-04	  2.292361972464e-08	  5.898670595143e-08	  9.909693737467e+00	  1.258240825949e-10	 -5.091329103243e+00	  0.000000000000e+00	  3.386403122459e-05	  8.315543650461e-05	  8.132444307763e-05	
  1.227203898892e-04	  1.227269601274e-04	  2.292361972464e-08	  5.898670595143e-08	  9.909693737466e+00	  1.258240825953e-10	 -5.083930737709e+00	  1.220005000013e-04	  3.386403122441e-05	  8.315543650440e-05	  8.132444307742e-05	
  1.227208786877e-04	  1.227250873437e-04	  1.501040113262e-08	  3.843710782118e-08	  9.909697058405e+00	  1.258230262889e-10	 -5.025988047447e+00	  0.000000000000e+00	  3.386436110110e-05	  8.315580583258e-05	  8.132486789625e-05	
  1.227208786876e-04	  1.227250873436e-04	  1.501040113262e-08	  3.843710782118e-08	  9.909697058404e+00	  1.258230262890e-10	 -5.033641291161e+00	  1.220005000000e-04	  3.386436110106e-05	  8.315580583254e-05	  8.132486789621e-05	
  1.227211910579e-04	  1.227238607244e-04	  9.731730037041e-09	  2.480178884188e-08	  9.909699233167e+00	  1.258223336135e-10	 -4.799146494588e+00	  0.000000000000e+00	  3.386457506586e-05	  8.315604458665e-05	  8.132514369521e-05	
  1.227211910579e-04	  1.227238607244e-04	  9.731730037041e-09	  2.480178884188e-08	  9.909699233167e+00	  1.258223336135e-10	 -4.765361315158e+00	  1.220004999995e-04	  3.386457506585e-05	  8.315604458664e-05	  8.132514369520e-05	
  1.227213885302e-04	  1.227230654095e-04	  6.246845903417e-09	  1.584644737279e-08	  9.909700643004e+00	  1.258218839601e-10	 -4.745849910749e+00	  0.000000000000e+00	  3.386471243250e-05	  8.315619734263e-05	  8.132532092558e-05	
  1.227213885301e-04	  1.227230654094e-04	  6.246845903417e-09	  1.584644737279e-08	  9.909700643004e+00	  1.258218839602e-10	 -4.678812499971e+00	  1.220005000003e-04	  3.386471243248e-05	  8.315619734260e-05	  8.132532092555e-05	
  1.227215120141e-04	  1.227225549498e-04	  3.970004437920e-09	  1.002487825422e-08	  9.909701547729e+00	  1.258215950125e-10	 -4.794717348322e+00	  0.000000000000e+00	  3.386479972040e-05	  8.315629406783e-05	  8.132543365234e-05	
  1.227215120140e-04	  1.227225549497e-04	  3.970004437920e-09	  1.002487825422e-08	  9.909701547729e+00	  1.258215950126e-10	 -4.748154901642e+00	  1.220005000001e-04	  3.386479972038e-05	  8.315629406780e-05	  8.132543365231e-05	
  1.227215883888e-04	  1.227222306384e-04	  2.497875646736e-09	  6.279249218185e-09	  9.909702122431e+00	  1.258214112151e-10	 -4.807119263333e+00	  0.000000000000e+00	  3.386485461698e-05	  8.315635467966e-05	  8.132550461721e-05	
  1.227215883888e-04	  1.227222306384e-04	  2.497875646736e-09	  6.279249218185e-09	  9.909702122431e+00	  1.258214112151e-10	 -4.761502838318e+00	  1.220004999999e-04	  3.386485461700e-05	  8.315635467968e-05	  8.132550461723e-05	
  1.227216351075e-04	  1.227220266874e-04	  1.555954179323e-09	  3.894067043502e-09	  9.909702483784e+00	  1.258212954906e-10	 -4.864529654626e+00	  0.000000000000e+00	  3.386488878663e-05	  8.315639226629e-05	  8.132554883240e-05	
  1.227216351075e-04	  1.227220266874e-04	  1.555954179323e-09	  3.894067043502e-09	  9.909702483784e+00	  1.258212954906e-10	 -4.811435515717e+00	  1.220004999997e-04	  3.386488878664e-05	  8.315639226630e-05	  8.132554883241e-05	
  1.227216633694e-04	  1.227218997360e-04	  9.595698532189e-10	  2.390872213394e-09	  9.909702708672e+00	  1.258212233703e-10	 -4.828659444899e+00	  0.000000000000e+00	  3.386490983518e-05	  8.315641533139e-05	  8.132557609705e-05	
  1.227216633694e-04	  1.227218997360e-04	  9.595698532189e-10	  2.390872213394e-09	  9.909702708672e+00	  1.258212233703e-10	 -4.820758482845e+00	  1.220005000000e-04	  3.386490983519e-05	  8.315641533141e-05	  8.132557609706e-05	
  1.227216802753e-04	  1.227218215227e-04	  5.859184618371e-10	  1.453331142367e-09	  9.909702847199e+00	  1.258211788842e-10	 -5.180430100031e+00	  0.000000000000e+00	  3.386492266660e-05	  8.315642933681e-05	  8.132559273520e-05	
  1.227216802753e-04	  1.227218215227e-04	  5.859184618371e-10	  1.453331142367e-09	  9.909702847199e+00	  1.258211788842e-10	 -5.191856007857e+00	  1.220004999997e-04	  3.386492266661e-05	  8.315642933682e-05	  8.132559273520e-05	
  1.227216902745e-04	  1.227217738314e-04	  3.542742142003e-10	  8.746616794953e-10	  9.909702931653e+00	  1.258211517256e-10	 -4.898650164043e+00	  0.000000000000e+00	  3.386493040731e-05	  8.315643775160e-05	  8.132560278309e-05	
  1.227216902745e-04	  1.227217738314e-04	  3.542742142003e-10	  8.746616794953e-10	  9.909702931653e+00	  1.258211517256e-10	 -4.894061438991e+00	  1.220004999998e-04	  3.386493040730e-05	  8.315643775159e-05	  8.132560278309e-05	
  1.227216961216e-04	  1.227217450510e-04	  2.121800954624e-10	  5.212185694343e-10	  9.909702982609e+00	  1.258211353165e-10	 -4.981107556306e+00	  0.000000000000e+00	  3.386493502814e-05	  8.315644275400e-05	  8.132560878784e-05	
  1.227216961216e-04	  1.227217450510e-04	  2.121800954624e-10	  5.212185694343e-10	  9.909702982609e+00	  1.258211353165e-10	 -4.983247179557e+00	  1.220005000003e-04	  3.386493502815e-05	  8.315644275401e-05	  8.132560878785e-05	
  1.227216995016e-04	  1.227217278626e-04	  1.259388660311e-10	  3.075994340078e-10	  9.909703013035e+00	  1.258211255047e-10	 -4.821871070550e+00	  0.000000000000e+00	  3.386493775762e-05	  8.315644569626e-05	  8.132561233878e-05	
  1.227216995016e-04	  1.227217278626e-04	  1.259388660311e-10	  3.075994340078e-10	  9.909703013036e+00	  1.258211255047e-10	 -4.769577005791e+00	  1.220005000000e-04	  3.386493775763e-05	  8.315644569627e-05	  8.132561233879e-05	
  1.227217014329e-04	  1.227217177040e-04	  7.415171303886e-11	  1.798453064392e-10	  9.909703031015e+00	  1.258211196986e-10	 -5.015877943947e+00	  0.000000000000e+00	  3.386493935293e-05	  8.315644740832e-05	  8.132561441655e-05	
  1.227217014329e-04	  1.227217177040e-04	  7.415171303886e-11	  1.798453064392e-10	  9.909703031015e+00	  1.258211196986e-10	 -5.018853292386e+00	  1.220004999999e-04	  3.386493935291e-05	  8.315644740830e-05	  8.132561441653e-05	
  1.227217025235e-04	  1.227217117626e-04	  4.338503887223e-11	  1.042481277330e-10	  9.909703041529e+00	  1.258211162990e-10	 -4.900618169313e+00	  0.000000000000e+00	  3.386494027542e-05	  8.315644839392e-05	  8.132561561953e-05	
  1.227217025235e-04	  1.227217117626e-04	  4.338503887223e-11	  1.042481277330e-10	  9.909703041529e+00	  1.258211162990e-10	 -4.931671254744e+00	  1.220005000001e-04	  3.386494027543e-05	  8.315644839394e-05	  8.132561561954e-05	
  1.227217031321e-04	  1.227217083242e-04	  2.530204055443e-11	  5.998819415399e-11	  9.909703047612e+00	  1.258211143291e-10	 -4.889810760830e+00	  0.000000000000e+00	  3.386494080322e-05	  8.315644895518e-05	  8.132561630861e-05	
  1.227217031321e-04	  1.227217083242e-04	  2.530204055443e-11	  5.998819415399e-11	  9.909703047612e+00	  1.258211143291e-10	 -4.884655914179e+00	  1.220004999999e-04	  3.386494080323e-05	  8.315644895520e-05	  8.132561630864e-05	
  1.227217034677e-04	  1.227217063554e-04	  1.478851842892e-11	  3.435241889277e-11	  9.909703051094e+00	  1.258211131998e-10	 -4.772737858364e+00	  0.000000000000e+00	  3.386494110196e-05	  8.315644927136e-05	  8.132561669914e-05	
  1.227217034677e-04	  1.227217063554e-04	  1.478851842892e-11	  3.435241889277e-11	  9.909703051094e+00	  1.258211131998e-10	 -4.783478503650e+00	  1.220005000001e-04	  3.386494110197e-05	  8.315644927137e-05	  8.132561669916e-05	
  1.227217036505e-04	  1.227217052405e-04	  8.745205902715e-12	  1.967067524591e-11	  9.909703053065e+00	  1.258211125598e-10	 -4.929951364225e+00	  0.000000000000e+00	  3.386494126913e-05	  8.315644944753e-05	  8.132561691808e-05	
  1.227217036506e-04	  1.227217052406e-04	  8.745205902715e-12	  1.967067524591e-11	  9.909703053065e+00	  1.258211125597e-10	 -4.925755750840e+00	  1.220004999993e-04	  3.386494126916e-05	  8.315644944756e-05	  8.132561691811e-05	
  1.227217037484e-04	  1.227217046188e-04	  5.325689328940e-12	  1.139227607661e-11	  9.909703054165e+00	  1.258211122021e-10	 -4.730098002848e+00	  0.000000000000e+00	  3.386494136133e-05	  8.315644954406e-05	  8.132561703882e-05	
  1.227217037484e-04	  1.227217046188e-04	  5.325689328940e-12	  1.139227607661e-11	  9.909703054165e+00	  1.258211122021e-10	 -4.715870111691e+00	  1.220005000001e-04	  3.386494136133e-05	  8.315644954406e-05	  8.132561703881e-05	
  1.227217037984e-04	  1.227217042893e-04	  3.490391099332e-12	  6.962592284220e-12	  9.909703054748e+00	  1.258211120123e-10	 -4.917548230211e+00	  0.000000000000e+00	  3.386494140969e-05	  8.315644959446e-05	  8.132561710221e-05	
  1.227217037984e-04	  1.227217042893e-04	  3.490391099332e-12	  6.962592284220e-12	  9.909703054748e+00	  1.258211120124e-10	 -4.914580336504e+00	  1.220004999998e-04	  3.386494140967e-05	  8.315644959444e-05	  8.132561710219e-05	
  1.227217038146e-04	  1.227217041804e-04	  2.879618376602e-12	  5.490997380171e-12	  9.909703054940e+00	  1.258211119498e-10	 -4.911118347083e+00	  0.000000000000e+00	  3.386494142555e-05	  8.315644961103e-05	  8.132561712310e-05	
  1.227217038146e-04	  1.227217041804e-04	  2.879618376602e-12	  5.490997380171e-12	  9.909703054940e+00	  1.258211119498e-10	 -4.867583779565e+00	  1.220005000001e-04	  3.386494142555e-05	  8.315644961103e-05	  8.132561712310e-05	
