                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	       Dolomite(dis)	
  8.024905087449e-05	  2.137379950092e-04	  3.484639341023e-04	  9.636931540329e-04	  9.698474885567e+00	  2.089841276080e-10	 -5.083916060799e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.002957714704e-05	  2.136282577635e-04	  3.483541965602e-04	  9.636931519128e-04	  9.697570093549e+00	  2.094185370542e-10	 -5.086489361320e+00	  0.000000000000e+00	  6.359838005660e-05	
  8.178828485194e-05	  2.393834731162e-04	  2.848098370791e-04	  8.845974738083e-04	  9.711798753531e+00	  2.024041645849e-10	 -4.891073909923e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.128209530038e-05	  2.391303773426e-04	  2.845567410772e-04	  8.845974693616e-04	  9.709757689487e+00	  2.033542726110e-10	 -4.899211578221e+00	  0.000000000000e+00	  6.279071724831e-05	
  8.427201618400e-05	  2.590133739843e-04	  2.287105658817e-04	  8.066934319564e-04	  9.728373330370e+00	  1.945690150488e-10	 -4.861083066692e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.413542639671e-05	  2.685153973517e-04	  2.190719516100e-04	  8.066934297229e-04	  9.728371450217e+00	  1.945690577461e-10	 -4.845934303509e+00	  0.000000000000e+00	  6.168833453685e-05	
  8.713848620503e-05	  2.611238297161e-04	  1.914744578036e-04	  7.307134149090e-04	  9.745061637630e+00	  1.869866752634e-10	 -5.039101561629e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.709989947267e-05	  2.610852429192e-04	  1.914744577326e-04	  7.307134146381e-04	  9.744916786742e+00	  1.870487892790e-10	 -5.033887112671e+00	  1.244681690456e-04	  0.000000000000e+00	
  8.974193239906e-05	  2.446704020551e-04	  1.738382470319e-04	  6.573334099898e-04	  9.759325789874e+00	  1.807023173972e-10	 -4.699869181283e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.968354874655e-05	  2.446120183161e-04	  1.738382469350e-04	  6.573334096232e-04	  9.759113680270e+00	  1.807901884981e-10	 -4.748374257693e+00	  1.242431016053e-04	  0.000000000000e+00	
  9.232397430959e-05	  2.296183928726e-04	  1.563793440283e-04	  5.871554198315e-04	  9.773167616502e+00	  1.747996915868e-10	 -5.001709529233e+00	  0.000000000000e+00	  0.000000000000e+00	
