#0#0#0#1#100000#0#4.2.13 #########################################
1 1 4
1 1
HEAD, m	
2248	9.743114893678000E+00
2249	9.715422742109000E+00
2250	9.663976596037000E+00
2251	9.630246817198000E+00
2252	9.606200155831000E+00
2253	9.579406969814000E+00
2254	9.547710827859000E+00
2255	9.527583192953000E+00
2256	9.507226694432000E+00
2257	9.489967248493000E+00
2258	9.474241851967000E+00
2259	9.459402922010000E+00
2260	9.439724782934000E+00
2261	9.424629356334000E+00
2262	9.411512123034000E+00
2263	9.396045618325000E+00
2264	9.375013245329000E+00
2265	9.351896566248000E+00
2266	9.332972270690000E+00
2267	9.317026032686000E+00
2268	9.302874689298000E+00
2269	9.288816976580000E+00
2270	9.270766748217000E+00
2271	9.250198239258000E+00
2272	9.230376009973000E+00
2273	9.205945527938000E+00
2274	9.177034368277000E+00
2275	9.150237633796000E+00
2276	9.128048070087000E+00
2277	9.107820748081000E+00
2278	9.095169475734000E+00
2279	9.078599252075000E+00
2280	9.061932564106000E+00
2281	9.050409470137000E+00
2282	9.035043412082000E+00
2283	9.019814873711000E+00
2284	8.987361856236000E+00
2285	8.959501871291000E+00
2286	8.926581129211000E+00
2287	8.880946335301000E+00
2288	8.845877750224000E+00
2289	8.795886899416000E+00
2290	8.749762566246000E+00
2291	8.722167710537000E+00
2292	8.693268843140000E+00
2293	8.656923816920000E+00
2294	8.632500755940000E+00
2295	8.606971249973000E+00
2296	8.588640891233000E+00
2297	8.572274857809000E+00
2298	8.554515391294000E+00
2299	8.536718470044000E+00
2300	8.520450523591000E+00
2301	8.494860936063000E+00
2302	8.477362619276000E+00
2303	8.458396336168000E+00
2304	8.437853913691000E+00
2305	8.421750645398000E+00
2306	8.390210671420000E+00
2307	8.370121082102000E+00
2308	8.357769872296000E+00
2309	8.349999614540000E+00
2310	8.343738086901000E+00
2311	8.333405985241000E+00
2312	8.324627296906000E+00
2313	8.318821515801000E+00
2314	8.316371112985000E+00
2315	8.314207811148000E+00
2316	8.311328013202000E+00
2317	8.306274824193000E+00
2318	8.301521165143000E+00
2319	8.294065626213000E+00
2320	8.286594329881000E+00
2321	8.280838533630000E+00
2322	8.277490800565000E+00
2323	1.000000000000000E+01
2324	9.994814084648000E+00
2325	9.989620126254000E+00
2326	9.985043005963000E+00
2327	9.980125559818000E+00
2328	9.974387901024000E+00
2329	9.969386496279000E+00
2330	9.966132650264000E+00
2331	9.961722298075000E+00
2332	9.957813889512000E+00
2333	9.951187001420000E+00
2334	9.944425997551000E+00
2335	9.937220143324000E+00
2336	9.926589891980000E+00
2337	9.914737655553000E+00
2338	9.906647733134000E+00
2339	9.898384274834000E+00
2340	9.885714799851000E+00
2341	9.861650316809000E+00
2342	9.843471229466000E+00
2343	9.830353644345000E+00
2344	9.813079180869000E+00
2345	9.800832205071000E+00
2346	9.790188162276000E+00
2347	9.781085142501000E+00
2348	9.768221703343000E+00
2349	9.752101565392000E+00
2350	9.733240176998000E+00
2351	9.675378259444000E+00
2352	9.640200755574000E+00
2353	9.619466299058000E+00
2354	9.590665624818000E+00
2355	9.563179526524000E+00
2356	9.536441955427000E+00
2357	9.513368177030000E+00
2358	9.491995352655000E+00
2359	9.475151282711000E+00
2360	9.457165358917000E+00
2361	9.433572878741000E+00
2362	9.419663406900000E+00
2363	9.408169047048000E+00
2364	9.393135694077000E+00
2365	9.371527665592000E+00
2366	9.349915221434000E+00
2367	9.333522267481000E+00
2368	9.317240794954000E+00
2369	9.300297353942000E+00
2370	9.287807856151000E+00
2371	9.265684788875000E+00
2372	9.245950308385000E+00
2373	9.221081731129000E+00
2374	9.192056895971000E+00
2375	9.167935068343000E+00
2376	9.141649228572000E+00
2377	9.120234085295000E+00
2378	9.101632943289000E+00
2379	9.092237390642000E+00
2380	9.079100622310000E+00
2381	9.061081882626000E+00
2382	9.050802495581000E+00
2383	9.034625578588000E+00
2384	9.014586373585000E+00
2385	8.980766684910000E+00
2386	8.944006002363000E+00
2387	8.908673618248000E+00
2388	8.870350727211000E+00
2389	8.837492328186000E+00
2390	8.788283034644000E+00
2391	8.751030857693000E+00
2392	8.718038097619000E+00
2393	8.689590861613000E+00
2394	8.662617110828000E+00
2395	8.639701005625000E+00
2396	8.615660815504000E+00
2397	8.590501034234000E+00
2398	8.574542105502000E+00
2399	8.557802255571000E+00
2400	8.539954384217000E+00
2401	8.524614519927000E+00
2402	8.499532320943000E+00
2403	8.481849282230000E+00
2404	8.463638051751000E+00
2405	8.437813419059000E+00
2406	8.419947950062000E+00
2407	8.385296812644000E+00
2408	8.370912621484000E+00
2409	8.362983817643000E+00
2410	8.353342635070000E+00
2411	8.348284746733000E+00
2412	8.338558275560000E+00
2413	8.328886385898000E+00
2414	8.320045299412000E+00
2415	8.316891505412000E+00
2416	8.313717454479000E+00
2417	8.310350221487000E+00
2418	8.305709392476000E+00
2419	8.300512652379000E+00
2420	8.292082046491000E+00
2421	8.285922962901000E+00
2422	8.278222358176000E+00
2423	8.273443911191000E+00
2424	1.000000000000000E+01
2425	9.995772639414000E+00
2426	9.990959998000000E+00
2427	9.986450609963000E+00
2428	9.980544146314000E+00
2429	9.974658296748000E+00
2430	9.971018051906000E+00
2431	9.967368817276000E+00
2432	9.962243309471000E+00
2433	9.956219578098000E+00
2434	9.949634709941000E+00
2435	9.942515217415000E+00
2436	9.934318202922000E+00
2437	9.924168077410000E+00
2438	9.913015942185000E+00
2439	9.903477776950000E+00
2440	9.891467382144000E+00
2441	9.879744236956000E+00
2442	9.858095595970000E+00
2443	9.841221845593000E+00
2444	9.827019070369000E+00
2445	9.810757512611000E+00
2446	9.800860425734000E+00
2447	9.788255124405000E+00
2448	9.781140575813000E+00
2449	9.771885029323000E+00
2450	9.756992223741000E+00
2451	9.739173182912000E+00
2452	9.688967267630000E+00
2453	9.656218905696000E+00
2454	9.637582205466000E+00
2455	9.603806281690000E+00
2456	9.572167265834000E+00
2457	9.552735814800000E+00
2458	9.520100556787000E+00
2459	9.495015866878000E+00
2460	9.477150303079000E+00
2461	9.452412690126000E+00
2462	9.428434200603000E+00
2463	9.418987408576000E+00
2464	9.406309033494000E+00
2465	9.391272001502000E+00
2466	9.370228186291000E+00
2467	9.351294530282000E+00
2468	9.335169587820000E+00
2469	9.314871565751000E+00
2470	9.299153725592000E+00
2471	9.282734106064000E+00
2472	9.258645162158000E+00
2473	9.239875280736000E+00
2474	9.209537308157000E+00
2475	9.183616351681000E+00
2476	9.159009809140000E+00
2477	9.137791908330000E+00
2478	9.114145475633000E+00
2479	9.098480722322000E+00
2480	9.089932817190000E+00
2481	9.075739830547000E+00
2482	9.059887946332000E+00
2483	9.045790963489000E+00
2484	9.033137847098000E+00
2485	9.016184130504000E+00
2486	8.971531732135000E+00
2487	8.929567030413000E+00
2488	8.897212278530000E+00
2489	8.861387182980000E+00
2490	8.829446030012000E+00
2491	8.786999392032000E+00
2492	8.745774323599000E+00
2493	8.711566061093000E+00
2494	8.684854119387000E+00
2495	8.662863099163000E+00
2496	8.644784652699000E+00
2497	8.617526185691000E+00
2498	8.593408199004000E+00
2499	8.578269603699000E+00
2500	8.560305438046000E+00
2501	8.544601502971000E+00
2502	8.524506083033000E+00
2503	8.503335031836000E+00
2504	8.481330629320000E+00
2505	8.463574326930000E+00
2506	8.437088345601000E+00
2507	8.415844402847000E+00
2508	8.386329899168000E+00
2509	8.372633131209000E+00
2510	8.364809488450000E+00
2511	8.355640854846000E+00
2512	8.351286707216000E+00
2513	8.344544361878000E+00
2514	8.334040789669000E+00
2515	8.323822019366000E+00
2516	8.317493966510000E+00
2517	8.313141163888000E+00
2518	8.309598253473000E+00
2519	8.304682220764000E+00
2520	8.298977817348000E+00
2521	8.290383638531000E+00
2522	8.284024389006000E+00
2523	8.275139820590000E+00
2524	8.269376649735000E+00
2525	1.000000000000000E+01
2526	9.996775635598000E+00
2527	9.992367235342000E+00
2528	9.987493883796000E+00
2529	9.981006687253000E+00
2530	9.975139437069000E+00
2531	9.971743464374000E+00
2532	9.968087967751000E+00
2533	9.961014300904000E+00
2534	9.955995268732000E+00
2535	9.947330602139000E+00
2536	9.940069201081000E+00
2537	9.931364319867000E+00
2538	9.921650747796000E+00
2539	9.909552060596000E+00
2540	9.896989394022000E+00
2541	9.884468553845000E+00
2542	9.872120984331000E+00
2543	9.857936523982000E+00
2544	9.839711212379000E+00
2545	9.826474073505000E+00
2546	9.812805452853000E+00
2547	9.800845206794000E+00
2548	9.790472971304000E+00
2549	9.780445271794000E+00
2550	9.771225592187000E+00
2551	9.758744136723000E+00
2552	9.738856122613000E+00
2553	9.694453421145000E+00
2554	9.668305939700000E+00
2555	9.650424641598000E+00
2556	9.618652078819000E+00
2557	9.589999159793000E+00
2558	9.559928194997000E+00
2559	9.530294964116000E+00
2560	9.500791413078000E+00
2561	9.477293071849000E+00
2562	9.447975922214000E+00
2563	9.427618051585000E+00
2564	9.417340464081000E+00
2565	9.403413928347000E+00
2566	9.390752691503000E+00
2567	9.370239871264000E+00
2568	9.351586422709000E+00
2569	9.334091377481000E+00
2570	9.315524332305000E+00
2571	9.295092033355000E+00
2572	9.275599859261000E+00
2573	9.253898227487000E+00
2574	9.228645092825000E+00
2575	9.197546289860000E+00
2576	9.175652459990000E+00
2577	9.147140797889000E+00
2578	9.128829425169000E+00
2579	9.109021900220000E+00
2580	9.094813103788000E+00
2581	9.084962143368000E+00
2582	9.067652726941000E+00
2583	9.053676909929000E+00
2584	9.041254909317000E+00
2585	9.032344914988000E+00
2586	9.017057592399000E+00
2587	8.963848766678000E+00
2588	8.922666682327000E+00
2589	8.889006621057000E+00
2590	8.852259334649000E+00
2591	8.823808289402000E+00
2592	8.785356170318000E+00
2593	8.738694241021000E+00
2594	8.702633224985000E+00
2595	8.680926489529000E+00
2596	8.662200891910000E+00
2597	8.646537536470000E+00
2598	8.617041006734000E+00
2599	8.596101785105000E+00
2600	8.580493847083000E+00
2601	8.560444693249000E+00
2602	8.545823748322000E+00
2603	8.527770423835000E+00
2604	8.505312732346000E+00
2605	8.482781680104000E+00
2606	8.456657460463000E+00
2607	8.433851809438000E+00
2608	8.415238388386000E+00
2609	8.394488583630000E+00
2610	8.376915863804000E+00
2611	8.366023761746000E+00
2612	8.357787684439000E+00
2613	8.353182532940000E+00
2614	8.348576526671000E+00
2615	8.337905121566000E+00
2616	8.328208184057000E+00
2617	8.318882717870000E+00
2618	8.312461847799000E+00
2619	8.308444457727000E+00
2620	8.302188171309000E+00
2621	8.296674299682000E+00
2622	8.288472043564000E+00
2623	8.278545232511000E+00
2624	8.271334507458000E+00
2625	8.262643391835000E+00
2626	1.000000000000000E+01
2627	9.997046657395000E+00
2628	9.993351081874000E+00
2629	9.987335090162000E+00
2630	9.981432530501000E+00
2631	9.975957125470000E+00
2632	9.971273996114000E+00
2633	9.967008526860000E+00
2634	9.960872114795000E+00
2635	9.954261013798000E+00
2636	9.946520088882000E+00
2637	9.937050194584000E+00
2638	9.930090794456000E+00
2639	9.916981343091000E+00
2640	9.901504083176000E+00
2641	9.890604385154000E+00
2642	9.878174622290000E+00
2643	9.866685003862000E+00
2644	9.856592921236000E+00
2645	9.839716742357000E+00
2646	9.828104992346000E+00
2647	9.815363092100000E+00
2648	9.802595233113000E+00
2649	9.792207546034000E+00
2650	9.779643003818000E+00
2651	9.769892834491000E+00
2652	9.757823116842000E+00
2653	9.736508313864000E+00
2654	9.697642083240000E+00
2655	9.674567855628000E+00
2656	9.656309851784000E+00
2657	9.630846747651000E+00
2658	9.606654699591000E+00
2659	9.567923854477000E+00
2660	9.541227462581000E+00
2661	9.508880574493000E+00
2662	9.475714371933000E+00
2663	9.447600162006000E+00
2664	9.428911795224000E+00
2665	9.410419444633000E+00
2666	9.398933362042000E+00
2667	9.390556989313000E+00
2668	9.369577348571000E+00
2669	9.351768862391000E+00
2670	9.332493361294000E+00
2671	9.315806221687000E+00
2672	9.289912599331000E+00
2673	9.264752325312000E+00
2674	9.247003592249000E+00
2675	9.215774141672000E+00
2676	9.184044196121000E+00
2677	9.163811362678000E+00
2678	9.139731053814000E+00
2679	9.120950300259000E+00
2680	9.104402367572000E+00
2681	9.088230817923000E+00
2682	9.075894496745000E+00
2683	9.060805404201000E+00
2684	9.047780065880000E+00
2685	9.039533780732000E+00
2686	9.030294195286000E+00
2687	9.008872322625000E+00
2688	8.961067051886000E+00
2689	8.923203577077000E+00
2690	8.875838150363000E+00
2691	8.840478036386000E+00
2692	8.811751836148000E+00
2693	8.776579982851000E+00
2694	8.725984246511000E+00
2695	8.692146140841000E+00
2696	8.677397496568000E+00
2697	8.663059965114000E+00
2698	8.645408495025000E+00
2699	8.619527419519000E+00
2700	8.601127837827000E+00
2701	8.578450783724000E+00
2702	8.558500981596000E+00
2703	8.548986807361000E+00
2704	8.531448267954000E+00
2705	8.507052516361000E+00
2706	8.478276029530000E+00
2707	8.454893129831000E+00
2708	8.434650128742000E+00
2709	8.413595962003000E+00
2710	8.396758275384000E+00
2711	8.384673016736000E+00
2712	8.370506620106000E+00
2713	8.361203515728000E+00
2714	8.355244235116000E+00
2715	8.351384254134000E+00
2716	8.341164041985000E+00
2717	8.332619574010000E+00
2718	8.320753729705000E+00
2719	8.312120660427000E+00
2720	8.306778456152000E+00
2721	8.299948678623000E+00
2722	8.293993098114000E+00
2723	8.285587891440000E+00
2724	8.274298765992000E+00
2725	8.264904539123000E+00
2726	8.258177734753000E+00
2727	1.000000000000000E+01
2728	9.996617868734000E+00
2729	9.992662550602000E+00
2730	9.986071279474000E+00
2731	9.980927145248000E+00
2732	9.975841333677000E+00
2733	9.970370231520000E+00
2734	9.966190133756000E+00
2735	9.959662513629000E+00
2736	9.952756653517000E+00
2737	9.944997258959000E+00
2738	9.936799075150000E+00
2739	9.926842652131000E+00
2740	9.913656421123000E+00
2741	9.897549429548000E+00
2742	9.886781239060000E+00
2743	9.875386437029000E+00
2744	9.864486186130000E+00
2745	9.855263886180000E+00
2746	9.841471511525000E+00
2747	9.830345945721000E+00
2748	9.817975819646000E+00
2749	9.806865052508000E+00
2750	9.791842791465000E+00
2751	9.779954689865000E+00
2752	9.766689653199000E+00
2753	9.752829246829000E+00
2754	9.730515665162000E+00
2755	9.702478025885000E+00
2756	9.677505792191000E+00
2757	9.661378824370000E+00
2758	9.639664373558000E+00
2759	9.614094907385000E+00
2760	9.576957115025000E+00
2761	9.548867407954000E+00
2762	9.516994093793000E+00
2763	9.480131708245000E+00
2764	9.449304298306000E+00
2765	9.426500503532000E+00
2766	9.405835515772000E+00
2767	9.396145884789000E+00
2768	9.384641969833000E+00
2769	9.370707915800000E+00
2770	9.350852728211000E+00
2771	9.331581496637000E+00
2772	9.314418291449000E+00
2773	9.285712195631000E+00
2774	9.254209946484000E+00
2775	9.231841008882000E+00
2776	9.198668898584000E+00
2777	9.178047289974000E+00
2778	9.154974592603000E+00
2779	9.131209876583000E+00
2780	9.112626785992000E+00
2781	9.095176609321000E+00
2782	9.082337346773000E+00
2783	9.070843500010000E+00
2784	9.056971632171000E+00
2785	9.044919187453000E+00
2786	9.038155293395000E+00
2787	9.026410438977000E+00
2788	8.999312108543000E+00
2789	8.957178661280000E+00
2790	8.912266026103000E+00
2791	8.866420276815000E+00
2792	8.832197403417000E+00
2793	8.799650443770000E+00
2794	8.758048182415000E+00
2795	8.714730486962000E+00
2796	8.685398687960000E+00
2797	8.675324463124000E+00
2798	8.663274091538000E+00
2799	8.644276212312000E+00
2800	8.628539956229000E+00
2801	8.608290090999000E+00
2802	8.576499855807000E+00
2803	8.559119330554000E+00
2804	8.551817808204000E+00
2805	8.535814764369000E+00
2806	8.511520968865000E+00
2807	8.474860811487000E+00
2808	8.455532881921000E+00
2809	8.436131312469000E+00
2810	8.411320092151000E+00
2811	8.394996721315000E+00
2812	8.387563356321000E+00
2813	8.377113101700000E+00
2814	8.365875006245000E+00
2815	8.357979476525000E+00
2816	8.351819168434000E+00
2817	8.343493898666000E+00
2818	8.334644558581000E+00
2819	8.323390840184000E+00
2820	8.313706082177000E+00
2821	8.304861614811000E+00
2822	8.298333454882000E+00
2823	8.290004343499000E+00
2824	8.280504745498000E+00
2825	8.268200421444000E+00
2826	8.259389841350000E+00
2827	8.254472481055000E+00
2828	1.000000000000000E+01
2829	9.995492244432000E+00
2830	9.991205666330000E+00
2831	9.984582110482000E+00
2832	9.979707343898000E+00
2833	9.975368514853000E+00
2834	9.969635843720000E+00
2835	9.964296747272000E+00
2836	9.958154691425000E+00
2837	9.951397803479000E+00
2838	9.944263006202000E+00
2839	9.938281058507000E+00
2840	9.926675414591000E+00
2841	9.913906973690000E+00
2842	9.896550081375000E+00
2843	9.885236426120000E+00
2844	9.874648710065000E+00
2845	9.863103361961000E+00
2846	9.854282587070000E+00
2847	9.843445280453000E+00
2848	9.832506621481000E+00
2849	9.819279976608000E+00
2850	9.808502188076000E+00
2851	9.792908037173000E+00
2852	9.776782706341000E+00
2853	9.756374888816000E+00
2854	9.743064117311000E+00
2855	9.730216705476000E+00
2856	9.707294253058000E+00
2857	9.683989385300000E+00
2858	9.668128252112000E+00
2859	9.645081581633000E+00
2860	9.620361528742000E+00
2861	9.585788017567000E+00
2862	9.555032344755000E+00
2863	9.520932642105000E+00
2864	9.486737905903000E+00
2865	9.450408804789000E+00
2866	9.425578407427000E+00
2867	9.404988276569000E+00
2868	9.391416618851000E+00
2869	9.378112032580000E+00
2870	9.368776882618000E+00
2871	9.347830105116000E+00
2872	9.329087529896000E+00
2873	9.311617780128000E+00
2874	9.281723405262000E+00
2875	9.245980363752000E+00
2876	9.219389710949000E+00
2877	9.190257313931000E+00
2878	9.168875709512000E+00
2879	9.144777487536000E+00
2880	9.121439924916000E+00
2881	9.102490017009000E+00
2882	9.088386503431000E+00
2883	9.077238070914000E+00
2884	9.064516688272000E+00
2885	9.053629585294000E+00
2886	9.043549368042000E+00
2887	9.035166208390000E+00
2888	9.020815377710000E+00
2889	8.990459439079000E+00
2890	8.948798742862000E+00
2891	8.897276411248000E+00
2892	8.854311448496000E+00
2893	8.819674728720000E+00
2894	8.783376203020000E+00
2895	8.736146173096000E+00
2896	8.704461118512000E+00
2897	8.682277826474000E+00
2898	8.673742738579000E+00
2899	8.663038020101000E+00
2900	8.647545918401000E+00
2901	8.634284099158000E+00
2902	8.614565941212000E+00
2903	8.580364326733000E+00
2904	8.562769601538000E+00
2905	8.552358544891000E+00
2906	8.537991016991000E+00
2907	8.516346996836000E+00
2908	8.481845237701000E+00
2909	8.455607348446000E+00
2910	8.436742433096000E+00
2911	8.409276154432000E+00
2912	8.395204547078000E+00
2913	8.388733398162000E+00
2914	8.380411426983000E+00
2915	8.369442352414000E+00
2916	8.360738922743000E+00
2917	8.353062739998000E+00
2918	8.345169775148000E+00
2919	8.334701682493000E+00
2920	8.324163680825000E+00
2921	8.316145876146000E+00
2922	8.303145810981000E+00
2923	8.294902809913000E+00
2924	8.284074660492000E+00
2925	8.273982387001000E+00
2926	8.262315048568000E+00
2927	8.253825023034000E+00
2928	8.246046977926000E+00
2929	1.000000000000000E+01
2930	9.993813555900000E+00
2931	9.988955908428000E+00
2932	9.983146489950000E+00
2933	9.978469790279000E+00
2934	9.973829048071000E+00
2935	9.969283275960000E+00
2936	9.962747904125000E+00
2937	9.956934677531000E+00
2938	9.950134568473000E+00
2939	9.944901216456000E+00
2940	9.938958863922000E+00
2941	9.928898111487000E+00
2942	9.916109970621000E+00
2943	9.896642421943000E+00
2944	9.884822748546000E+00
2945	9.872593487302000E+00
2946	9.862286731839000E+00
2947	9.854495730892000E+00
2948	9.844067103031000E+00
2949	9.833517179976000E+00
2950	9.819901598523000E+00
2951	9.806513505273000E+00
2952	9.789499311488000E+00
2953	9.771236324936000E+00
2954	9.754082794562000E+00
2955	9.740532498241000E+00
2956	9.728695583995000E+00
2957	9.708141536226000E+00
2958	9.690262936764000E+00
2959	9.673397358677000E+00
2960	9.650716497644000E+00
2961	9.623421336913000E+00
2962	9.591678535287000E+00
2963	9.558112617864000E+00
2964	9.528908890532000E+00
2965	9.491879557662000E+00
2966	9.458070590071000E+00
2967	9.426580759391000E+00
2968	9.405276313593000E+00
2969	9.387246994149000E+00
2970	9.375598023346000E+00
2971	9.363323226440000E+00
2972	9.341671183383000E+00
2973	9.323475907101000E+00
2974	9.300256975086000E+00
2975	9.278806414242000E+00
2976	9.240028292805000E+00
2977	9.211543040376000E+00
2978	9.174805737765000E+00
2979	9.159423651574000E+00
2980	9.136902517350000E+00
2981	9.113497597323000E+00
2982	9.096607204791000E+00
2983	9.084909680639000E+00
2984	9.073361791186000E+00
2985	9.061557305710000E+00
2986	9.051615714845000E+00
2987	9.041314111073000E+00
2988	9.028285037569000E+00
2989	9.012893593804000E+00
2990	8.976369822910000E+00
2991	8.936977544134000E+00
2992	8.882757909536000E+00
2993	8.835923248162000E+00
2994	8.802485642203000E+00
2995	8.768878040785000E+00
2996	8.724989576373000E+00
2997	8.697255555644000E+00
2998	8.682617735452000E+00
2999	8.672701164851000E+00
3000	8.665199920392000E+00
3001	8.650749017124000E+00
3002	8.636208349179000E+00
3003	8.618630392891000E+00
3004	8.590611782760000E+00
3005	8.568848666131000E+00
3006	8.553426832306000E+00
3007	8.538283086514000E+00
3008	8.518117030025000E+00
3009	8.494861791722000E+00
3010	8.459890318418000E+00
3011	8.434863370717000E+00
3012	8.411849441002000E+00
3013	8.397528623312000E+00
3014	8.390361550465000E+00
3015	8.382601262406000E+00
3016	8.371929723203000E+00
3017	8.362263086770000E+00
3018	8.355291049015000E+00
3019	8.346817926665000E+00
3020	8.335047842271000E+00
3021	8.323348872967000E+00
3022	8.314682129579000E+00
3023	8.301345171298000E+00
3024	8.289094536229000E+00
3025	8.278739616692000E+00
3026	8.267422994872000E+00
3027	8.257226099835000E+00
3028	8.247829925838000E+00
3029	8.241578454864000E+00
3030	1.000000000000000E+01
3031	9.992780502034000E+00
3032	9.987639252226000E+00
3033	9.982033261091000E+00
3034	9.977419931731000E+00
3035	9.972433170977000E+00
3036	9.968208794659000E+00
3037	9.962344609692000E+00
3038	9.955442074368000E+00
3039	9.949726309901000E+00
3040	9.945644322954000E+00
3041	9.940435735257000E+00
3042	9.930231523622000E+00
3043	9.916364148255000E+00
3044	9.897910265591000E+00
3045	9.884988569278000E+00
3046	9.871698042112000E+00
3047	9.861726664525000E+00
3048	9.854911746158000E+00
3049	9.844651096289000E+00
3050	9.833278712268000E+00
3051	9.816872115500000E+00
3052	9.801104620613000E+00
3053	9.784493727222000E+00
3054	9.767798763718000E+00
3055	9.752497887012000E+00
3056	9.739941397896000E+00
3057	9.725322688329000E+00
3058	9.708552446433000E+00
3059	9.689621509060000E+00
3060	9.676641969390000E+00
3061	9.656844787463000E+00
3062	9.626107768409000E+00
3063	9.588007225534000E+00
3064	9.557151325070000E+00
3065	9.531437424567000E+00
3066	9.497154783646000E+00
3067	9.466251311283000E+00
3068	9.427542593643000E+00
3069	9.407631450615000E+00
3070	9.386890244340000E+00
3071	9.369696390536000E+00
3072	9.355929432885000E+00
3073	9.334219940235000E+00
3074	9.311860748880000E+00
3075	9.292167667405000E+00
3076	9.272692633077000E+00
3077	9.236207987596000E+00
3078	9.206694959904000E+00
3079	9.171135370925000E+00
3080	9.154965573777000E+00
3081	9.131777493884000E+00
3082	9.109330712008000E+00
3083	9.092963277820000E+00
3084	9.081957394079000E+00
3085	9.070563432154000E+00
3086	9.058566510503000E+00
3087	9.046420111240000E+00
3088	9.036150059736000E+00
3089	9.020331981557000E+00
3090	8.997940365226000E+00
3091	8.963177923947000E+00
3092	8.924249190457000E+00
3093	8.871531697889000E+00
3094	8.829050152631000E+00
3095	8.788191740301000E+00
3096	8.751269586890000E+00
3097	8.717926900652000E+00
3098	8.693336943692000E+00
3099	8.682665772154000E+00
3100	8.675221872937000E+00
3101	8.667972858603000E+00
3102	8.652347068914000E+00
3103	8.638149724751000E+00
3104	8.621657668771000E+00
3105	8.601894915236000E+00
3106	8.577000356816000E+00
3107	8.555296511487000E+00
3108	8.538919832904000E+00
3109	8.521397089608000E+00
3110	8.501233822285000E+00
3111	8.472924674194000E+00
3112	8.435465919759000E+00
3113	8.419605211066000E+00
3114	8.403381191024000E+00
3115	8.393560409739000E+00
3116	8.384976559199000E+00
3117	8.375117072593000E+00
3118	8.366288164573000E+00
3119	8.357780165252000E+00
3120	8.347898540019000E+00
3121	8.339391204374000E+00
3122	8.321786293644000E+00
3123	8.310468083188000E+00
3124	8.298967238437000E+00
3125	8.286571166260000E+00
3126	8.275179089132000E+00
3127	8.262541805145000E+00
3128	8.251743558954000E+00
3129	8.243638089302000E+00
3130	8.238085648497000E+00
3131	1.000000000000000E+01
3132	9.992220788922000E+00
3133	9.986115837922000E+00
3134	9.980347580621000E+00
3135	9.976173450019000E+00
3136	9.972219954369000E+00
3137	9.967215253286000E+00
3138	9.962122080173000E+00
3139	9.954833277547000E+00
3140	9.950530807385000E+00
3141	9.946192086853000E+00
3142	9.941684672715000E+00
3143	9.930706876987000E+00
3144	9.914249674598000E+00
3145	9.898723911316000E+00
3146	9.885372705776000E+00
3147	9.870726601718000E+00
3148	9.861620346727000E+00
3149	9.853053114735000E+00
3150	9.844270877275000E+00
3151	9.831628077394000E+00
3152	9.811730343364000E+00
3153	9.796174835004000E+00
3154	9.779794051535000E+00
3155	9.766866260785000E+00
3156	9.750111917468000E+00
3157	9.738508519619000E+00
3158	9.723134195934000E+00
3159	9.707117389352000E+00
3160	9.689009479763000E+00
3161	9.678128844413000E+00
3162	9.656280899555000E+00
3163	9.626060548717000E+00
3164	9.585680713101000E+00
3165	9.555156440014000E+00
3166	9.531610568511000E+00
3167	9.503121311294000E+00
3168	9.467025578126000E+00
3169	9.428209747274000E+00
3170	9.410878749866000E+00
3171	9.384517123581000E+00
3172	9.364681355463000E+00
3173	9.350800184282000E+00
3174	9.326660376324000E+00
3175	9.302344157731000E+00
3176	9.285091524492000E+00
3177	9.265539748626000E+00
3178	9.235627620898000E+00
3179	9.208055289849000E+00
3180	9.173186983914000E+00
3181	9.151269401515000E+00
3182	9.128279970614000E+00
3183	9.106252012757000E+00
3184	9.088100740847000E+00
3185	9.076890403053000E+00
3186	9.064739924598000E+00
3187	9.051674481593000E+00
3188	9.040036088940000E+00
3189	9.028556382080000E+00
3190	9.011539285777000E+00
3191	8.979098233205000E+00
3192	8.948936862008000E+00
3193	8.915301911750000E+00
3194	8.869025444408000E+00
3195	8.827156294147000E+00
3196	8.777229035545000E+00
3197	8.739393168230000E+00
3198	8.711062966595000E+00
3199	8.693895321971000E+00
3200	8.683367689108000E+00
3201	8.677822994862000E+00
3202	8.669686312191000E+00
3203	8.653449485961000E+00
3204	8.639154352847000E+00
3205	8.625824150538000E+00
3206	8.608049478504000E+00
3207	8.585370715115000E+00
3208	8.561751920829000E+00
3209	8.542912918823000E+00
3210	8.525364723630000E+00
3211	8.501403454155000E+00
3212	8.476428462749000E+00
3213	8.448582555913000E+00
3214	8.427396296005000E+00
3215	8.409692602789000E+00
3216	8.398957124812000E+00
3217	8.389868868621000E+00
3218	8.380712718721000E+00
3219	8.368965685082000E+00
3220	8.359977128065000E+00
3221	8.349444930233000E+00
3222	8.340332828712000E+00
3223	8.322575940884000E+00
3224	8.308208211508000E+00
3225	8.298079963404000E+00
3226	8.283016342162000E+00
3227	8.271575803750000E+00
3228	8.257234229648000E+00
3229	8.245833365019000E+00
3230	8.237912596244000E+00
3231	8.231273657313000E+00
3232	1.000000000000000E+01
3233	9.990083598934000E+00
3234	9.984707692935000E+00
3235	9.978939975232000E+00
3236	9.975387514702000E+00
3237	9.972361549897000E+00
3238	9.967406629561000E+00
3239	9.960718675411000E+00
3240	9.955889579828000E+00
3241	9.952324005473000E+00
3242	9.947608890157000E+00
3243	9.942532838759000E+00
