#0#0#0#1#100000#0#4.2.13 #########################################
1 1 4
1 1
HEAD, m	
8462	8.621783537066000E+00
8463	8.605025611279000E+00
8464	8.590292431442000E+00
8465	8.574688154762000E+00
8466	8.552113935100000E+00
8467	8.529493381984000E+00
8468	8.502849012817000E+00
8469	8.481028655273000E+00
8470	8.466436413499000E+00
8471	8.454533625836000E+00
8472	8.442955276021000E+00
8473	8.427949566159000E+00
8474	8.401514764450000E+00
8475	8.387654041613000E+00
8476	8.374922364782000E+00
8477	8.364494633573000E+00
8478	8.356394746390000E+00
8479	8.349178899819000E+00
8480	8.344477532835000E+00
8481	8.339119912059000E+00
8482	8.332975015158000E+00
8483	8.327819598553000E+00
8484	1.000000000000000E+01
8485	9.990538540212000E+00
8486	9.977433825335000E+00
8487	9.963021336280000E+00
8488	9.949697710416000E+00
8489	9.935862246510000E+00
8490	9.926408356355000E+00
8491	9.913057719471000E+00
8492	9.902690043595000E+00
8493	9.894889093243000E+00
8494	9.890064762083000E+00
8495	9.884516798300000E+00
8496	9.876847748022000E+00
8497	9.866362462618000E+00
8498	9.854053827956000E+00
8499	9.850077988365000E+00
8500	9.844576378743000E+00
8501	9.839813435578000E+00
8502	9.832757499106000E+00
8503	9.822318441815000E+00
8504	9.802520901750000E+00
8505	9.773353444804000E+00
8506	9.751005069863000E+00
8507	9.734585873566000E+00
8508	9.713366860452000E+00
8509	9.692260572900000E+00
8510	9.657282495945000E+00
8511	9.613201122239000E+00
8512	9.590364125131000E+00
8513	9.563191825806000E+00
8514	9.535867989917000E+00
8515	9.511043042022000E+00
8516	9.477658233054000E+00
8517	9.460505044112000E+00
8518	9.438674696044000E+00
8519	9.424662112363000E+00
8520	9.410517646407000E+00
8521	9.399709841456000E+00
8522	9.389462453681000E+00
8523	9.379296916746000E+00
8524	9.368484331842000E+00
8525	9.351893466667000E+00
8526	9.327028051601000E+00
8527	9.282942335766000E+00
8528	9.253248422349000E+00
8529	9.227886365045000E+00
8530	9.196081351807000E+00
8531	9.164224910515000E+00
8532	9.134236051179000E+00
8533	9.114182636898000E+00
8534	9.091362881367000E+00
8535	9.079062025480000E+00
8536	9.070357544440000E+00
8537	9.055635799021000E+00
8538	9.042853292791000E+00
8539	9.030336990564000E+00
8540	9.017711562701000E+00
8541	9.003811088200000E+00
8542	8.991256565711000E+00
8543	8.966082830030000E+00
8544	8.945442099346000E+00
8545	8.924858874480000E+00
8546	8.905684689163000E+00
8547	8.875522406799000E+00
8548	8.856002171650000E+00
8549	8.836904435314000E+00
8550	8.818222116854000E+00
8551	8.801024946653000E+00
8552	8.786565040204000E+00
8553	8.772699084831000E+00
8554	8.757549977788000E+00
8555	8.746112487554000E+00
8556	8.730158956466000E+00
8557	8.715783055432000E+00
8558	8.705919544081000E+00
8559	8.683602544446000E+00
8560	8.663979442631000E+00
8561	8.645389328502000E+00
8562	8.636890857760000E+00
8563	8.620288903880000E+00
8564	8.603675835165000E+00
8565	8.591400371947000E+00
8566	8.579626109223000E+00
8567	8.561096873386000E+00
8568	8.543180283607000E+00
8569	8.517635665519000E+00
8570	8.493112648392000E+00
8571	8.475396242660000E+00
8572	8.459488451393000E+00
8573	8.449837870883000E+00
8574	8.436284859341000E+00
8575	8.409857883961000E+00
8576	8.395519937710000E+00
8577	8.384849765813000E+00
8578	8.372803103327000E+00
8579	8.362405954075000E+00
8580	8.353549924336000E+00
8581	8.347733919372000E+00
8582	8.343072740607000E+00
8583	8.337030771272000E+00
8584	8.331193726264000E+00
8585	1.000000000000000E+01
8586	9.991217738745000E+00
8587	9.977339131840000E+00
8588	9.961241382651000E+00
8589	9.948697353959000E+00
8590	9.934050979322000E+00
8591	9.924918281107000E+00
8592	9.911178093312000E+00
8593	9.902297817481000E+00
8594	9.896331500034000E+00
8595	9.889500462292000E+00
8596	9.884640653082000E+00
8597	9.878268179536000E+00
8598	9.867220490650000E+00
8599	9.855500825980000E+00
8600	9.850762450898000E+00
8601	9.847286177302000E+00
8602	9.842984531629000E+00
8603	9.838191949459000E+00
8604	9.829689247854000E+00
8605	9.815508660946000E+00
8606	9.790505724841000E+00
8607	9.759777674173000E+00
8608	9.737845015689000E+00
8609	9.717689729135000E+00
8610	9.693569650118000E+00
8611	9.659439774216000E+00
8612	9.615454274399000E+00
8613	9.586309820154000E+00
8614	9.564381132690000E+00
8615	9.541260339861000E+00
8616	9.515558078344000E+00
8617	9.491205278645000E+00
8618	9.463456352914000E+00
8619	9.442670777568000E+00
8620	9.426120793120000E+00
8621	9.408367898779000E+00
8622	9.394110757473000E+00
8623	9.382450566184000E+00
8624	9.373133305611000E+00
8625	9.366238847885000E+00
8626	9.346669234336000E+00
8627	9.316711009011000E+00
8628	9.278304229158000E+00
8629	9.247089429104000E+00
8630	9.218501952062000E+00
8631	9.191284851140000E+00
8632	9.157853523240000E+00
8633	9.129542190837000E+00
8634	9.108734037015000E+00
8635	9.086668660246000E+00
8636	9.074376229493000E+00
8637	9.062675121465000E+00
8638	9.048824612588000E+00
8639	9.037824010881000E+00
8640	9.026307888152000E+00
8641	9.006890273747000E+00
8642	8.994281974454000E+00
8643	8.978225986560000E+00
8644	8.956340742243000E+00
8645	8.936457233957000E+00
8646	8.916412292308000E+00
8647	8.897228514029000E+00
8648	8.871889377815000E+00
8649	8.853902899511000E+00
8650	8.834591027543000E+00
8651	8.816094004426000E+00
8652	8.796793251766000E+00
8653	8.779793136216000E+00
8654	8.767041486447000E+00
8655	8.756723249281000E+00
8656	8.744251306389000E+00
8657	8.730486576712000E+00
8658	8.718636127989000E+00
8659	8.706457889770000E+00
8660	8.683828179990000E+00
8661	8.661553332732000E+00
8662	8.646568037998000E+00
8663	8.635872411812000E+00
8664	8.620198756257000E+00
8665	8.603235257538000E+00
8666	8.590419150657000E+00
8667	8.580394756047000E+00
8668	8.564740160129000E+00
8669	8.551793390435000E+00
8670	8.532150004006000E+00
8671	8.507933529501000E+00
8672	8.490626600007000E+00
8673	8.470817441948000E+00
8674	8.454736573615000E+00
8675	8.439159895429000E+00
8676	8.423626972967000E+00
8677	8.406795222369000E+00
8678	8.393207350719000E+00
8679	8.379551787745000E+00
8680	8.367510089179000E+00
8681	8.358451649760000E+00
8682	8.353512650373000E+00
8683	8.348071717316000E+00
8684	8.342878660080000E+00
8685	8.335595023069000E+00
8686	1.000000000000000E+01
8687	9.989744018267000E+00
8688	9.974712489608000E+00
8689	9.960031336650000E+00
8690	9.947747275284000E+00
8691	9.933067201874000E+00
8692	9.921054938455000E+00
8693	9.910593101446000E+00
8694	9.902505998073000E+00
8695	9.895980603267000E+00
8696	9.890337183426000E+00
8697	9.884991797995000E+00
8698	9.877587577200000E+00
8699	9.865620335880000E+00
8700	9.858170163520000E+00
8701	9.850939915823000E+00
8702	9.848102574558000E+00
8703	9.844925879458000E+00
8704	9.841809227409000E+00
8705	9.835926291254000E+00
8706	9.825452183402000E+00
8707	9.797474722258000E+00
8708	9.770502562204000E+00
8709	9.741971380635000E+00
8710	9.721851349441000E+00
8711	9.698681399016000E+00
8712	9.655482870386000E+00
8713	9.618915597723000E+00
8714	9.586826050705000E+00
8715	9.564861804356000E+00
8716	9.543033086566000E+00
8717	9.524189775207000E+00
8718	9.493975021950000E+00
8719	9.468350304535000E+00
8720	9.447977860926000E+00
8721	9.426894759076000E+00
8722	9.409778278617000E+00
8723	9.390053378979000E+00
8724	9.377556677741000E+00
8725	9.371054842650000E+00
8726	9.362832466267000E+00
8727	9.335034475442000E+00
8728	9.303780424095000E+00
8729	9.273763564304000E+00
8730	9.244512210980000E+00
8731	9.214132897954000E+00
8732	9.180919288133000E+00
8733	9.149626530431000E+00
8734	9.124825610205000E+00
8735	9.099590815733000E+00
8736	9.087099466518000E+00
8737	9.070506873286000E+00
8738	9.055496553712000E+00
8739	9.044593166069000E+00
8740	9.030877238064000E+00
8741	9.017890012094000E+00
8742	8.996963108197000E+00
8743	8.983903218552000E+00
8744	8.966145453250000E+00
8745	8.949505943731000E+00
8746	8.926344774743000E+00
8747	8.909534578473000E+00
8748	8.888212250985000E+00
8749	8.868825716573000E+00
8750	8.850078941899000E+00
8751	8.830008375916000E+00
8752	8.812842311941000E+00
8753	8.793709769714000E+00
8754	8.772666440352000E+00
8755	8.764223622497000E+00
8756	8.754819455316000E+00
8757	8.743792886754000E+00
8758	8.731631062515000E+00
8759	8.723653119034000E+00
8760	8.703223736884000E+00
8761	8.680283968441000E+00
8762	8.661605120561000E+00
8763	8.647233474136000E+00
8764	8.634601967124000E+00
8765	8.618218440719000E+00
8766	8.602459974010000E+00
8767	8.591646344853000E+00
8768	8.581199845072000E+00
8769	8.568471512098000E+00
8770	8.553702867964000E+00
8771	8.537863928995000E+00
8772	8.523320808412000E+00
8773	8.502027852085000E+00
8774	8.482424526701000E+00
8775	8.463789450864000E+00
8776	8.442682481089000E+00
8777	8.428182719658000E+00
8778	8.415591958233000E+00
8779	8.399281733474000E+00
8780	8.386900472048000E+00
8781	8.374286162639000E+00
8782	8.365347381125000E+00
8783	8.357506310017000E+00
8784	8.352031847791000E+00
8785	8.347591191709000E+00
8786	8.341848162694000E+00
8787	1.000000000000000E+01
8788	9.986733174536000E+00
8789	9.972221085968000E+00
8790	9.958802106108000E+00
8791	9.946924344994000E+00
8792	9.932391432591000E+00
8793	9.918860817270000E+00
8794	9.908817424496000E+00
8795	9.903130918970000E+00
8796	9.896173033734000E+00
8797	9.891186503576000E+00
8798	9.884529151951000E+00
8799	9.875214434431000E+00
8800	9.865605842652000E+00
8801	9.859598412689000E+00
8802	9.851925653330000E+00
8803	9.848333312067000E+00
8804	9.845555976160000E+00
8805	9.842409501091000E+00
8806	9.837353524439000E+00
8807	9.829279612216000E+00
8808	9.807632423270000E+00
8809	9.776145164279000E+00
8810	9.745895412556000E+00
8811	9.724609907719000E+00
8812	9.699307760046000E+00
8813	9.655189360604000E+00
8814	9.620998739451000E+00
8815	9.589550996736000E+00
8816	9.568064780239000E+00
8817	9.547469240981000E+00
8818	9.531811208513000E+00
8819	9.495765829312000E+00
8820	9.475704640881000E+00
8821	9.452625337427000E+00
8822	9.430497473151000E+00
8823	9.409333954814000E+00
8824	9.389408447039000E+00
8825	9.375275519231000E+00
8826	9.366086987017000E+00
8827	9.346959403556000E+00
8828	9.320843167764000E+00
8829	9.294691694257000E+00
8830	9.268791208424000E+00
8831	9.242356128944000E+00
8832	9.209619485084000E+00
8833	9.167668293866000E+00
8834	9.142796563485000E+00
8835	9.118859837058000E+00
8836	9.095214817709000E+00
8837	9.085218463341000E+00
8838	9.067349515819000E+00
8839	9.049669351715000E+00
8840	9.038589039988000E+00
8841	9.021405460344000E+00
8842	9.002818714514000E+00
8843	8.985258844949000E+00
8844	8.970061139238000E+00
8845	8.952474227466000E+00
8846	8.935438519300000E+00
8847	8.914152909888000E+00
8848	8.899226825403000E+00
8849	8.877799319815000E+00
8850	8.858902245422000E+00
8851	8.838701251652000E+00
8852	8.824034354827000E+00
8853	8.808089296649000E+00
8854	8.789236974254000E+00
8855	8.770114597196000E+00
8856	8.763895608886000E+00
8857	8.752509210263000E+00
8858	8.743918696074000E+00
8859	8.734512089672000E+00
8860	8.723771691240000E+00
8861	8.704352648063000E+00
8862	8.680049976541000E+00
8863	8.662786804220000E+00
8864	8.647546122086000E+00
8865	8.634019374628000E+00
8866	8.615820340032000E+00
8867	8.602426458188000E+00
8868	8.592554332199000E+00
8869	8.583439705604000E+00
8870	8.571936640958000E+00
8871	8.557275103709000E+00
8872	8.541903023037000E+00
8873	8.530048161892000E+00
8874	8.509967894737000E+00
8875	8.487835277671000E+00
8876	8.471149788388000E+00
8877	8.444562860526000E+00
8878	8.430549678472000E+00
8879	8.419485059849000E+00
8880	8.402376995547000E+00
8881	8.390124601564000E+00
8882	8.377839721809000E+00
8883	8.370008925818000E+00
8884	8.361582616334000E+00
8885	8.354869902054000E+00
8886	8.349382138703000E+00
8887	8.345206793734000E+00
8888	1.000000000000000E+01
8889	9.984962500286000E+00
8890	9.969923969167000E+00
8891	9.958372456109000E+00
8892	9.947204325165000E+00
8893	9.931062774753000E+00
8894	9.918156041700000E+00
8895	9.908421885219000E+00
8896	9.903325439429000E+00
8897	9.896854920794000E+00
8898	9.891019935935000E+00
8899	9.883660236337000E+00
8900	9.874616430203000E+00
8901	9.866127056665000E+00
8902	9.859601152633000E+00
8903	9.853849018437000E+00
8904	9.849227806432000E+00
8905	9.845862098276000E+00
8906	9.841593208527000E+00
8907	9.837018796165000E+00
8908	9.828569544365000E+00
8909	9.815368973636000E+00
8910	9.784446697371000E+00
8911	9.747433265446000E+00
8912	9.721656430713000E+00
8913	9.697611743065000E+00
8914	9.657572141405000E+00
8915	9.618865712798000E+00
8916	9.594840218052000E+00
8917	9.572169885803000E+00
8918	9.557431156144000E+00
8919	9.533024442896000E+00
8920	9.505904571163000E+00
8921	9.483217563539000E+00
8922	9.456451440639000E+00
8923	9.440557466419000E+00
8924	9.409126495172000E+00
8925	9.388417415601000E+00
8926	9.372030015118000E+00
8927	9.353448405773000E+00
8928	9.333004215250000E+00
8929	9.311665150275000E+00
8930	9.290628050763000E+00
8931	9.262198521066000E+00
8932	9.238917092940000E+00
8933	9.202189507455000E+00
8934	9.154608069827000E+00
8935	9.134683838119000E+00
8936	9.111257300328000E+00
8937	9.092431880882000E+00
8938	9.077000835698000E+00
8939	9.059707841694000E+00
8940	9.043448951093000E+00
8941	9.024468795271000E+00
8942	9.001454496277000E+00
8943	8.980143024636000E+00
8944	8.966618404114000E+00
8945	8.948965951940000E+00
8946	8.934002754646000E+00
8947	8.920508282828000E+00
8948	8.902393023496000E+00
8949	8.884768118526000E+00
8950	8.863109486519000E+00
8951	8.846322749874000E+00
8952	8.832122660202000E+00
8953	8.817747593456000E+00
8954	8.803084991758000E+00
8955	8.784428926538000E+00
8956	8.769936363455000E+00
8957	8.761652816121000E+00
8958	8.753429161586000E+00
8959	8.743233894661000E+00
8960	8.736643227788000E+00
8961	8.723857475764000E+00
8962	8.706425522910000E+00
8963	8.685262242426000E+00
8964	8.664310600054000E+00
8965	8.648735354407000E+00
8966	8.635465762695000E+00
8967	8.617212621145000E+00
8968	8.602664381528000E+00
8969	8.592958898260000E+00
8970	8.585195835631000E+00
8971	8.572947667394000E+00
8972	8.561408913146000E+00
8973	8.548177542050000E+00
8974	8.535960639115000E+00
8975	8.522647180230000E+00
8976	8.503104626920000E+00
8977	8.478831741172000E+00
8978	8.448890861154000E+00
8979	8.435168417360000E+00
8980	8.419781711995000E+00
8981	8.404192136794000E+00
8982	8.393343732928000E+00
8983	8.382129672754000E+00
8984	8.374801287405000E+00
8985	8.366899233207000E+00
8986	8.360227351052000E+00
8987	8.352096784629000E+00
8988	8.347565799486000E+00
8989	1.000000000000000E+01
8990	9.982429260700000E+00
8991	9.967985957327000E+00
8992	9.958041422299000E+00
8993	9.947741641323000E+00
8994	9.930845703972000E+00
8995	9.918062075456000E+00
8996	9.909098952378000E+00
8997	9.902267698535000E+00
8998	9.896956016602000E+00
8999	9.890709619100000E+00
9000	9.883767935667000E+00
9001	9.875396903247000E+00
9002	9.865540467497000E+00
9003	9.859763414615000E+00
9004	9.854965031826000E+00
9005	9.850335459990000E+00
9006	9.845517281996000E+00
9007	9.840321464852000E+00
9008	9.835165630753000E+00
9009	9.826910186479000E+00
9010	9.816364573711000E+00
9011	9.786638281975000E+00
9012	9.748415851693000E+00
9013	9.722190699478000E+00
9014	9.695864770732000E+00
9015	9.653793221451000E+00
9016	9.624130147936000E+00
9017	9.596142015639000E+00
9018	9.575271526841000E+00
9019	9.558464886153000E+00
9020	9.542503799941000E+00
9021	9.512952858801000E+00
9022	9.487405979979000E+00
9023	9.463121475709000E+00
9024	9.443763342289000E+00
9025	9.415597148315000E+00
9026	9.388142028119000E+00
9027	9.367484460639000E+00
9028	9.349357093546000E+00
9029	9.328613016559000E+00
9030	9.310065668608000E+00
9031	9.284557059305000E+00
9032	9.257084569752000E+00
9033	9.231607374536000E+00
9034	9.180204130651000E+00
9035	9.147485431876000E+00
9036	9.125245590290000E+00
9037	9.104656478740000E+00
9038	9.083569771890000E+00
9039	9.067754391979000E+00
9040	9.049465783300000E+00
9041	9.035961678731000E+00
9042	9.008349740457000E+00
9043	8.984720938749000E+00
9044	8.965128315543000E+00
9045	8.948120695781000E+00
9046	8.931405308076000E+00
9047	8.917204042820000E+00
9048	8.901097458180000E+00
9049	8.882451589368000E+00
9050	8.864753565192000E+00
9051	8.849958067054000E+00
9052	8.836019262703000E+00
9053	8.823586373570000E+00
9054	8.809881680828000E+00
9055	8.795860411906000E+00
9056	8.781909705896000E+00
9057	8.769004354370000E+00
9058	8.761150611896000E+00
9059	8.754322842589000E+00
9060	8.744142499328000E+00
9061	8.737725785552000E+00
9062	8.725947276391000E+00
9063	8.710315014223000E+00
9064	8.688086267884000E+00
9065	8.666111687093000E+00
9066	8.652183885023000E+00
9067	8.640015001943000E+00
9068	8.621280799974000E+00
9069	8.606788248419000E+00
9070	8.594180802374000E+00
9071	8.585657325198000E+00
9072	8.574913980053000E+00
9073	8.563552304422000E+00
9074	8.550618248629000E+00
9075	8.538621090417000E+00
9076	8.526060179045000E+00
9077	8.516388252205000E+00
9078	8.482065679749000E+00
9079	8.459694828194000E+00
9080	8.443225030761000E+00
9081	8.421206073722000E+00
9082	8.405443666989000E+00
9083	8.395743235132000E+00
9084	8.385820492560000E+00
9085	8.378375223994000E+00
9086	8.370264135369000E+00
9087	8.364111148064000E+00
9088	8.357049315041000E+00
9089	8.350569398604000E+00
9090	1.000000000000000E+01
9091	9.981332781561000E+00
9092	9.966130906442000E+00
9093	9.957058273045000E+00
9094	9.946131925309000E+00
9095	9.929778411796000E+00
9096	9.918452876408000E+00
9097	9.908955908069000E+00
9098	9.901432927695000E+00
9099	9.897741448593000E+00
9100	9.891154017271000E+00
9101	9.884566153716000E+00
9102	9.876251573491000E+00
9103	9.866916335138000E+00
9104	9.860211749125000E+00
9105	9.855018311446000E+00
9106	9.850299936424000E+00
9107	9.844962181021000E+00
9108	9.839241173285000E+00
9109	9.831936859309000E+00
9110	9.824953913134000E+00
9111	9.812257919100000E+00
9112	9.782259443627000E+00
9113	9.752374408187000E+00
9114	9.724656238326000E+00
9115	9.687873311622000E+00
9116	9.650839934228000E+00
9117	9.628928232180000E+00
9118	9.597790604633000E+00
9119	9.575995581248000E+00
9120	9.559878936589000E+00
9121	9.544354621630000E+00
9122	9.518080084771000E+00
9123	9.490056810901000E+00
9124	9.469489286732000E+00
9125	9.444999997830000E+00
9126	9.417375297696000E+00
9127	9.394891531754000E+00
9128	9.368932111735000E+00
9129	9.351969259902000E+00
9130	9.328751972645000E+00
9131	9.307945567686000E+00
9132	9.270334679972000E+00
9133	9.249175165461000E+00
9134	9.213411984642000E+00
9135	9.169648786590000E+00
9136	9.143383485705000E+00
9137	9.111337753211000E+00
9138	9.092941664417000E+00
9139	9.072425581251000E+00
9140	9.057399462768000E+00
9141	9.034880352685000E+00
9142	9.013869449951000E+00
9143	8.985090032598000E+00
9144	8.959653160297000E+00
9145	8.945485485821000E+00
9146	8.933661044953000E+00
9147	8.920275174673000E+00
9148	8.899856883321000E+00
9149	8.885645403901000E+00
9150	8.867725212728000E+00
9151	8.850288516340000E+00
9152	8.835220019291000E+00
9153	8.825033883342000E+00
9154	8.813730322754000E+00
9155	8.802613832600000E+00
9156	8.789482571780000E+00
9157	8.778345353440000E+00
9158	8.768860568865000E+00
9159	8.762713432674000E+00
9160	8.754279491552000E+00
9161	8.745053812995000E+00
9162	8.739302175855000E+00
9163	8.728892805444000E+00
9164	8.712585144492000E+00
9165	8.690139723224000E+00
9166	8.669511214364000E+00
9167	8.659162019106000E+00
9168	8.645498270573000E+00
9169	8.625625568898000E+00
9170	8.612867104862000E+00
9171	8.597376081350000E+00
9172	8.587784969930000E+00
9173	8.577140144796000E+00
9174	8.564411397356000E+00
9175	8.554250853557000E+00
9176	8.541293237195000E+00
9177	8.530952637946000E+00
9178	8.519438437384000E+00
9179	8.488450238931000E+00
9180	8.465550258617000E+00
9181	8.449630177789000E+00
9182	8.424429422539000E+00
9183	8.408853282785000E+00
9184	8.397582128828000E+00
9185	8.389781018061000E+00
9186	8.382283966832000E+00
9187	8.374015212460000E+00
9188	8.367896566674000E+00
9189	8.360259832604000E+00
9190	8.353838357482000E+00
9191	1.000000000000000E+01
9192	9.983633715640000E+00
9193	9.966175306608000E+00
9194	9.955225029329000E+00
9195	9.943259940835000E+00
9196	9.927019181645000E+00
9197	9.918289230370000E+00
9198	9.907924650570000E+00
9199	9.902967528351000E+00
9200	9.898538079177000E+00
9201	9.892264985631000E+00
9202	9.885519057357000E+00
9203	9.876849320844000E+00
9204	9.869643369756000E+00
9205	9.860399016220000E+00
9206	9.854617162413000E+00
9207	9.849998434177000E+00
9208	9.844155335153000E+00
9209	9.837423953335000E+00
9210	9.828996797583000E+00
9211	9.818525817842000E+00
9212	9.807393343204000E+00
9213	9.780598383053000E+00
9214	9.752725017888000E+00
9215	9.717289272014000E+00
9216	9.681123922399000E+00
9217	9.651545454654000E+00
9218	9.629823642696000E+00
9219	9.599413673898000E+00
9220	9.577757462979000E+00
9221	9.558646447785000E+00
9222	9.537372806183000E+00
9223	9.516216470949000E+00
9224	9.496964025519000E+00
9225	9.475331935112000E+00
9226	9.446877644428000E+00
9227	9.422103487682000E+00
9228	9.400516711070000E+00
9229	9.379943296492000E+00
9230	9.360166771231000E+00
9231	9.332976603778000E+00
9232	9.303359022438000E+00
9233	9.264605681045000E+00
9234	9.240191780863000E+00
9235	9.203341696552000E+00
9236	9.164127092928000E+00
9237	9.132602979662000E+00
9238	9.100921423203000E+00
9239	9.081262786676000E+00
9240	9.062667787531000E+00
9241	9.041700127044000E+00
9242	9.014509769871000E+00
9243	8.988816431416000E+00
9244	8.966183685926000E+00
9245	8.941098034351000E+00
9246	8.926757611701000E+00
9247	8.913168053126000E+00
9248	8.896874557935000E+00
9249	8.885460914549000E+00
9250	8.875070211953000E+00
9251	8.853798189690000E+00
9252	8.840542102003000E+00
9253	8.828242819578000E+00
9254	8.816746498232000E+00
9255	8.807755059076000E+00
9256	8.796705239643000E+00
9257	8.784176176749000E+00
9258	8.775798830774000E+00
9259	8.770446790820000E+00
9260	8.763787556829000E+00
9261	8.754661868156000E+00
9262	8.747896411854000E+00
9263	8.739391658796000E+00
9264	8.729505961724000E+00
9265	8.713804254824000E+00
9266	8.690995526365000E+00
9267	8.675226917829000E+00
9268	8.663519947245000E+00
9269	8.649865758518000E+00
9270	8.631570836966000E+00
9271	8.615711909841000E+00
9272	8.601942647886000E+00
9273	8.590077381350000E+00
9274	8.579921140636000E+00
9275	8.568187935020000E+00
9276	8.557217525941000E+00
9277	8.544433088113000E+00
9278	8.535441324378000E+00
9279	8.520261178087000E+00
9280	8.498926137526000E+00
9281	8.472073015052000E+00
9282	8.454050284058000E+00
9283	8.431409944471000E+00
9284	8.413441426882000E+00
9285	8.399605212671000E+00
9286	8.391090286464000E+00
9287	8.384177912845000E+00
9288	8.377522251552000E+00
9289	8.372562581906000E+00
9290	8.364298670102000E+00
9291	8.357271488210000E+00
9292	1.000000000000000E+01
9293	9.987531378296000E+00
9294	9.969357919908000E+00
9295	9.954872708984000E+00
9296	9.940649321650000E+00
9297	9.926220489379000E+00
9298	9.916089754621000E+00
9299	9.908113654628000E+00
9300	9.904207198818000E+00
9301	9.900111692982000E+00
9302	9.893325078860000E+00
9303	9.886861217694000E+00
9304	9.880074301328000E+00
9305	9.871222839749000E+00
9306	9.861047065222000E+00
9307	9.855310153436000E+00
9308	9.848726056838000E+00
9309	9.843560335466000E+00
9310	9.834657398639000E+00
9311	9.824543235955000E+00
9312	9.814377243993000E+00
9313	9.803307793327000E+00
9314	9.778921254498000E+00
9315	9.745608162472000E+00
9316	9.705400072294000E+00
9317	9.676935144980000E+00
9318	9.653348179597000E+00
9319	9.633168717211000E+00
9320	9.599543461201000E+00
9321	9.577034786259000E+00
9322	9.551351531318000E+00
9323	9.531905693667000E+00
9324	9.514707649584000E+00
9325	9.500424572407000E+00
9326	9.479088532703000E+00
9327	9.449716901818000E+00
9328	9.428121947073000E+00
9329	9.406269073827000E+00
9330	9.386712740957000E+00
9331	9.366406896129000E+00
9332	9.335291799540000E+00
9333	9.300221627549000E+00
9334	9.259320471861000E+00
9335	9.230232657443000E+00
9336	9.190239514840000E+00
9337	9.159656033457000E+00
9338	9.125710341897000E+00
9339	9.096602987577000E+00
9340	9.074347734165000E+00
9341	9.053449917571000E+00
9342	9.021997372149000E+00
9343	8.994662154307000E+00
9344	8.967758953089000E+00
9345	8.945152402325000E+00
9346	8.924403670681000E+00
9347	8.910652954222000E+00
9348	8.897580997898000E+00
9349	8.885014957235000E+00
9350	8.876247996921000E+00
9351	8.860569843700000E+00
9352	8.843671616042000E+00
9353	8.833397962837000E+00
9354	8.823363842862000E+00
9355	8.811886850969000E+00
9356	8.804216081929000E+00
9357	8.791311042617000E+00
9358	8.783537332351000E+00
9359	8.775942894403000E+00
9360	8.770112238686000E+00
9361	8.763880002916000E+00
9362	8.756380809259000E+00
9363	8.750744007424000E+00
9364	8.739701826577000E+00
9365	8.730846846066000E+00
9366	8.714239443354000E+00
9367	8.692568155520000E+00
9368	8.679748094198000E+00
9369	8.668211655664000E+00
9370	8.652445608120000E+00
9371	8.638126325226000E+00
9372	8.618430809211000E+00
9373	8.607259218812000E+00
9374	8.593874308857000E+00
9375	8.582397409655000E+00
9376	8.572852951461000E+00
9377	8.559292689261000E+00
9378	8.548503500804000E+00
9379	8.535527825241000E+00
9380	8.522313093336000E+00
9381	8.504220227491000E+00
9382	8.479654784679000E+00
9383	8.458861077092000E+00
9384	8.437266685932000E+00
9385	8.418424200758000E+00
9386	8.400024530676000E+00
9387	8.392872806536000E+00
9388	8.386729794471000E+00
9389	8.380949428022000E+00
9390	8.375226569425000E+00
9391	8.369416771249000E+00
9392	8.360963112653000E+00
9393	1.000000000000000E+01
9394	9.989420629824000E+00
9395	9.973013763275000E+00
9396	9.955040470922000E+00
9397	9.940271746574000E+00
9398	9.926095879195000E+00
9399	9.914968352712000E+00
9400	9.909439111830000E+00
9401	9.904946720817000E+00
9402	9.900130451910000E+00
9403	9.894638213743000E+00
9404	9.887966119563000E+00
9405	9.881599032742000E+00
9406	9.872446262750000E+00
9407	9.862589260076000E+00
9408	9.855223967655000E+00
9409	9.848100542833000E+00
9410	9.842237142854000E+00
9411	9.830144401626000E+00
9412	9.820721619678000E+00
9413	9.810222160183000E+00
9414	9.793266798570000E+00
9415	9.773469067010000E+00
9416	9.739182128440000E+00
9417	9.699484516347000E+00
9418	9.673987888094000E+00
9419	9.653535609750000E+00
9420	9.634646823738000E+00
9421	9.599955971257000E+00
9422	9.572238089171000E+00
9423	9.550132931714000E+00
9424	9.529357177085000E+00
9425	9.511467912524000E+00
9426	9.500411013163000E+00
9427	9.483133835171000E+00
9428	9.456036005550000E+00
9429	9.432154958066000E+00
9430	9.413559796576000E+00
9431	9.392830803405000E+00
9432	9.372274063316000E+00
9433	9.330315738581000E+00
9434	9.296657841328000E+00
9435	9.256648585822000E+00
9436	9.222027000933000E+00
9437	9.180418313065000E+00
9438	9.149294277635000E+00
9439	9.120532918002000E+00
9440	9.091943383077000E+00
9441	9.068064892626000E+00
9442	9.032459018450000E+00
9443	9.001600258372000E+00
9444	8.981499345768000E+00
9445	8.955829713904000E+00
9446	8.933659212663000E+00
9447	8.915918663645000E+00
9448	8.900133144220000E+00
9449	8.885970122102000E+00
9450	8.873702617715000E+00
9451	8.863132170018000E+00
9452	8.848217942110000E+00
9453	8.837481203760000E+00
9454	8.826904312167000E+00
9455	8.816939724428000E+00
9456	8.806165533082000E+00
9457	8.796829986830000E+00
