                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	       Dolomite(dis)	
  1.307469393503e-04	  1.312069377256e-04	  1.997850103575e-04	  4.004751485046e-04	  9.891679954724e+00	  1.329535083459e-10	  8.311055791216e+00	  1.217326529584e-04	  3.933300852197e-08	
  1.298232734390e-04	  1.302001856553e-04	  1.732474091069e-04	  3.472357639097e-04	  9.894030086155e+00	  1.320505016619e-10	  8.209962448765e+00	  1.217326529584e-04	  3.933300852197e-08	
  1.298333127720e-04	  1.302130177561e-04	  1.732446163537e-04	  3.472357639391e-04	  9.894054096386e+00	  1.320432708579e-10	  8.239051330327e+00	  1.218342731236e-04	  2.382664293118e-08	
  1.289658045550e-04	  1.292706945178e-04	  1.490740831944e-04	  2.987468934968e-04	  9.896216244982e+00	  1.312117974236e-10	 -5.134360556137e+00	  1.218342731236e-04	  2.382664293118e-08	
  1.289748560638e-04	  1.292816899975e-04	  1.490721392349e-04	  2.987468935197e-04	  9.896238015951e+00	  1.312052856236e-10	 -5.120112795362e+00	  1.219172907365e-04	  1.250378022419e-08	
  1.281678524291e-04	  1.284092398751e-04	  1.272699347180e-04	  2.550132449860e-04	  9.898203985820e+00	  1.304478538494e-10	 -4.653967700772e+00	  1.219172907365e-04	  1.250378022419e-08	
  1.281760911993e-04	  1.284186435396e-04	  1.272687698327e-04	  2.550132450039e-04	  9.898223901366e+00	  1.304419344994e-10	 -4.628496249892e+00	  1.219843612316e-04	  5.004594394035e-09	
  1.274320408836e-04	  1.276193505511e-04	  1.077922524792e-04	  2.159512036487e-04	  9.899988797251e+00	  1.297598940485e-10	  8.358429517010e+00	  1.219843612316e-04	  5.004594394035e-09	
  1.274396458804e-04	  1.276274131812e-04	  1.077917948530e-04	  2.159512036628e-04	  9.900007260817e+00	  1.297544378242e-10	  8.358883314399e+00	  1.220378986131e-04	  9.698239767894e-10	
  1.267596204208e-04	  1.269026753243e-04	  9.056037360690e-05	  1.814002428934e-04	  9.901570549871e+00	  1.291476764345e-10	  8.232749192626e+00	  1.220378986131e-04	  9.698239767894e-10	
  1.267664257951e-04	  1.269094806986e-04	  9.056037361223e-05	  1.814002429041e-04	  9.901587141565e+00	  1.291427988158e-10	  8.228481202638e+00	  1.220801715324e-04	  0.000000000000e+00	
  1.261514295277e-04	  1.262595280876e-04	  7.546259315580e-05	  1.511359102413e-04	  9.902955375823e+00	  1.286089597930e-10	  8.329511167246e+00	  1.220801715324e-04	  0.000000000000e+00	
  1.261568381834e-04	  1.262649367433e-04	  7.546259315934e-05	  1.511359102484e-04	  9.902968625100e+00	  1.286050827589e-10	  8.328022005930e+00	  1.221133131520e-04	  0.000000000000e+00	
  1.256080780860e-04	  1.256891162433e-04	  6.236301844467e-05	  1.248836250435e-04	  9.904155448574e+00	  1.281395926295e-10	  8.369062966061e+00	  1.221133131520e-04	  0.000000000000e+00	
  1.256123506905e-04	  1.256933888478e-04	  6.236301844699e-05	  1.248836250481e-04	  9.904165959228e+00	  1.281365295227e-10	  8.365285085781e+00	  1.221391633402e-04	  0.000000000000e+00	
  1.251289990758e-04	  1.251892659175e-04	  5.110784129970e-05	  1.023325691029e-04	  9.905185771749e+00	  1.277344669812e-10	  8.343305996445e+00	  1.221391633402e-04	  0.000000000000e+00	
  1.251323435533e-04	  1.251926103950e-04	  5.110784130119e-05	  1.023325691059e-04	  9.905194029709e+00	  1.277320689613e-10	  8.337848626701e+00	  1.221591863811e-04	  0.000000000000e+00	
  1.247119017846e-04	  1.247563594187e-04	  4.153152873141e-05	  8.314903571937e-05	  9.906061733565e+00	  1.273882344218e-10	  8.307492395278e+00	  1.221591863811e-04	  0.000000000000e+00	
  1.247144896042e-04	  1.247589472383e-04	  4.153152873235e-05	  8.314903572125e-05	  9.906068143725e+00	  1.273863787313e-10	  8.310000506394e+00	  1.221745515126e-04	  0.000000000000e+00	
  1.243532060455e-04	  1.243857353666e-04	  3.346300040104e-05	  6.698871569823e-05	  9.906798964360e+00	  1.270953556499e-10	  8.340235088331e+00	  1.221745515126e-04	  0.000000000000e+00	
  1.243551818062e-04	  1.243877111273e-04	  3.346300040162e-05	  6.698871569939e-05	  9.906803871824e+00	  1.270939387340e-10	  8.351669040147e+00	  1.221862104368e-04	  0.000000000000e+00	
  1.240484315736e-04	  1.240720386094e-04	  2.673108404707e-05	  5.350752877472e-05	  9.907413090084e+00	  1.268501929869e-10	  8.344322221013e+00	  1.221862104368e-04	  0.000000000000e+00	
  1.240499181492e-04	  1.240735251850e-04	  2.673108404742e-05	  5.350752877542e-05	  9.907416791029e+00	  1.268491268160e-10	  8.349259369815e+00	  1.221949458777e-04	  0.000000000000e+00	
  1.237925273719e-04	  1.238095185622e-04	  2.116910708164e-05	  4.237074420009e-05	  9.907919402698e+00	  1.266471364302e-10	  8.365190726396e+00	  1.221949458777e-04	  0.000000000000e+00	
  1.237936287939e-04	  1.238106199842e-04	  2.116910708184e-05	  4.237074420050e-05	  9.907922150063e+00	  1.266463464484e-10	  8.370329949199e+00	  1.222014024148e-04	  0.000000000000e+00	
  1.235801574418e-04	  1.235922857947e-04	  1.661856782962e-05	  3.326026461796e-05	  9.908332538894e+00	  1.264807327872e-10	  8.234182693130e+00	  1.222014024148e-04	  0.000000000000e+00	
  1.235809607141e-04	  1.235930890670e-04	  1.661856782974e-05	  3.326026461820e-05	  9.908334545751e+00	  1.264801566251e-10	  8.236763735877e+00	  1.222061074736e-04	  0.000000000000e+00	
  1.234059409187e-04	  1.234145262334e-04	  1.293188080838e-05	  2.588006450840e-05	  9.908666202833e+00	  1.263458033591e-10	  8.251661490145e+00	  1.222061074736e-04	  0.000000000000e+00	
  1.234065175087e-04	  1.234151028234e-04	  1.293188080845e-05	  2.588006450853e-05	  9.908667645231e+00	  1.263453897750e-10	  8.238660097784e+00	  1.222094873310e-04	  0.000000000000e+00	
  1.232646457107e-04	  1.232706722587e-04	  9.974240464178e-06	  1.995987242249e-05	  9.908932955600e+00	  1.262375397366e-10	  8.328369461648e+00	  1.222094873310e-04	  0.000000000000e+00	
